/model.1/conv/Conv,/model.16/cv1/conv/Conv,/model.16/cv2/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.20/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.6/cv2/conv/Conv,/model.7/conv/Conv,output0
0,0,0,1,1,1,1,1,0,1,1,1,863.4560546875
1,0,1,0,1,1,0,0,1,0,1,0,3055.652099609375
0,0,1,0,0,1,0,1,1,1,1,1,781.3328857421875
1,0,1,1,0,1,1,1,0,1,1,0,3082.225830078125
0,1,0,1,0,1,0,1,0,0,0,1,613.1551513671875
1,1,0,0,1,0,0,1,1,0,1,1,3048.14892578125
0,1,0,0,1,0,0,1,1,1,0,1,779.9798583984375
1,0,0,1,1,0,0,1,1,0,1,1,3055.26220703125
0,1,1,1,0,1,0,0,0,0,1,0,716.9854736328125
0,0,0,0,0,0,0,1,1,0,0,1,515.9471435546875
0,0,1,1,0,1,0,0,0,0,0,0,297.63824462890625
1,0,1,1,0,0,0,1,1,1,0,0,3083.141845703125
0,1,1,1,1,1,1,0,0,0,1,1,887.0216674804688
0,0,1,1,0,1,1,1,0,1,1,0,832.5787963867188
1,0,1,1,0,1,1,0,1,1,1,0,3059.76513671875
0,1,0,1,0,1,1,1,1,1,0,1,858.3987426757812
0,0,0,1,1,1,1,0,0,1,0,0,541.7613525390625
1,0,0,0,1,0,1,1,1,1,1,1,3028.169677734375
1,0,0,1,1,0,1,1,1,1,1,1,3046.5400390625
1,0,1,1,1,0,0,0,1,1,1,1,3058.862548828125
0,0,1,0,0,0,0,0,1,0,1,0,646.833740234375
1,1,1,1,1,0,1,1,0,0,0,1,3036.21533203125
0,0,0,1,0,0,0,0,0,0,1,1,635.71435546875
1,0,0,0,1,1,1,1,1,1,1,1,3028.60595703125
0,0,1,0,1,0,1,1,0,1,1,0,862.1885986328125
1,0,0,0,0,0,1,1,1,0,0,1,3032.666015625
0,0,0,0,0,0,0,0,1,1,0,1,383.4826965332031
1,1,0,0,0,0,0,0,1,1,1,0,3061.556884765625
0,1,1,1,0,0,1,1,0,1,1,0,876.0736083984375
0,0,1,0,1,0,1,0,0,0,1,0,788.6834106445312
0,0,1,1,1,0,1,1,1,1,1,0,870.08056640625
0,0,0,1,0,1,1,0,0,1,0,1,459.88482666015625
1,0,1,0,0,0,0,0,1,0,1,1,3044.064453125
0,1,1,1,1,1,1,1,1,1,0,1,914.1031494140625
0,1,0,1,0,0,0,1,0,1,0,1,631.9281616210938
0,1,0,0,0,1,0,0,1,0,0,0,554.9652099609375
1,0,0,1,1,0,1,0,0,1,0,0,3036.211181640625
1,0,1,0,0,1,0,1,0,1,1,1,3063.807861328125
0,0,1,1,1,1,1,1,1,0,1,0,865.7047729492188
0,0,0,1,0,0,1,0,1,0,0,1,518.4647827148438
0,0,1,0,1,1,1,1,0,0,1,0,860.6159057617188
0,0,0,1,1,0,0,0,0,1,1,1,720.5062255859375
0,0,0,0,1,1,0,1,0,1,0,1,523.9194946289062
1,0,0,0,0,0,1,0,0,0,1,0,3040.53173828125
1,0,0,0,1,0,0,0,1,1,1,0,3058.71728515625
0,1,1,0,0,1,0,1,1,0,1,0,841.2439575195312
1,0,1,0,0,0,1,0,0,0,0,1,3021.010986328125
1,1,1,0,1,0,1,0,0,0,0,1,3012.19287109375
0,0,1,0,1,0,0,1,0,1,1,1,821.6461181640625
1,0,0,0,1,1,1,0,1,0,1,0,3035.63427734375
0,0,0,0,0,0,0,0,1,0,0,0,292.59246826171875
1,1,1,1,1,1,1,0,0,1,0,0,3049.95458984375
0,0,0,1,1,1,0,1,1,0,1,1,775.8267822265625
0,1,1,0,1,1,0,0,0,0,1,1,818.3892822265625
0,0,1,0,1,0,0,1,0,0,1,0,791.4300537109375
0,0,0,0,1,1,1,0,0,0,0,1,538.4259643554688
1,0,0,1,0,1,1,1,1,1,1,0,3079.245849609375
0,0,1,0,0,1,1,0,1,1,1,0,728.7791748046875
0,0,1,0,0,0,1,1,1,0,1,0,829.6041259765625
1,1,0,0,1,0,1,1,0,1,0,0,3040.882080078125
0,0,0,0,0,1,1,0,0,1,0,1,438.4817810058594
1,0,1,0,1,1,0,0,0,0,0,1,3010.883544921875
1,0,0,0,0,0,1,1,1,0,0,0,3056.583251953125
1,0,1,1,1,1,1,1,1,1,1,0,3068.15478515625
1,0,0,0,1,0,0,0,1,1,0,0,3044.904052734375
0,0,1,0,1,1,0,1,0,0,0,1,596.9539794921875
0,1,1,1,1,0,1,1,1,0,1,0,943.0348510742188
0,1,0,0,0,0,0,0,1,0,1,1,702.9932250976562
1,1,0,0,1,0,0,0,1,1,0,1,3037.17919921875
0,0,1,0,0,1,1,1,1,1,1,0,828.6175537109375
1,1,0,0,0,1,1,0,1,0,1,0,3054.96044921875
0,1,1,0,0,1,0,1,1,1,0,0,781.5444946289062
0,0,0,1,1,1,0,1,0,0,0,0,489.025390625
0,1,1,1,0,0,1,0,0,1,0,1,645.0949096679688
0,0,1,1,0,0,1,0,0,0,0,0,426.7684020996094
0,1,1,0,1,1,0,0,1,1,0,1,795.6168823242188
1,0,1,0,0,1,0,1,1,0,0,0,3072.777099609375
1,0,0,0,0,0,1,1,0,0,1,1,3033.917236328125
0,0,1,1,0,1,1,1,0,1,0,0,608.1998901367188
0,0,1,0,0,1,1,0,1,1,1,1,759.5005493164062
0,0,1,1,0,0,1,1,0,0,0,0,588.28515625
1,1,1,1,1,1,1,1,1,0,0,0,3068.063720703125
1,0,0,0,1,1,0,0,0,1,0,1,3018.83984375
0,0,0,0,0,0,1,1,0,0,1,0,797.0712890625
0,1,1,0,0,0,1,0,0,0,0,0,594.9061279296875
1,0,0,0,1,0,1,0,0,0,1,0,3025.294921875
0,1,0,1,1,1,0,1,1,1,1,0,869.1442260742188
1,0,1,1,1,0,1,0,0,1,1,0,3058.99560546875
0,0,1,1,0,1,1,0,1,1,1,0,735.1698608398438
0,0,1,1,1,1,1,1,1,0,1,1,890.2288818359375
1,0,1,1,1,0,0,1,0,1,0,1,3042.32080078125
1,1,0,1,0,1,1,0,0,1,0,1,3049.685302734375
0,0,1,0,0,0,1,0,0,0,1,0,722.0870361328125
0,0,1,1,1,1,1,1,0,1,1,1,895.1121826171875
1,1,1,1,0,1,1,0,1,1,1,1,3050.595458984375
1,0,0,0,1,0,0,0,0,0,1,0,3043.90771484375
1,1,0,1,1,1,1,1,0,0,0,0,3053.050537109375
0,1,1,0,0,0,1,1,0,0,0,0,722.0883178710938
1,1,1,1,0,0,0,0,0,1,0,1,3059.8662109375
0,1,0,1,0,1,0,0,0,1,0,1,511.88897705078125
0,1,0,1,0,1,1,1,1,1,0,0,842.6878662109375
1,0,1,1,1,1,0,1,1,1,1,0,3075.51806640625
0,1,1,1,1,0,0,0,0,1,0,0,640.1036987304688
1,0,0,1,0,1,1,1,0,1,1,0,3074.51123046875
1,0,1,0,0,0,1,0,0,1,1,1,3038.00146484375
1,1,0,0,1,0,0,0,1,1,1,0,3068.2197265625
0,1,0,1,0,0,0,1,0,1,0,0,616.7520751953125
1,0,0,0,0,0,0,0,0,1,0,0,3047.77392578125
0,1,0,1,0,0,0,1,1,1,0,1,752.5808715820312
0,0,0,0,1,0,1,1,1,0,0,0,673.3900146484375
0,0,0,0,1,0,1,0,0,1,0,0,508.061767578125
0,0,1,1,1,0,0,1,0,1,1,1,826.5950927734375
1,1,1,0,1,0,1,0,0,0,0,0,3025.81298828125
0,0,1,1,1,0,1,0,1,0,1,0,804.4034423828125
1,0,0,1,1,0,0,0,0,0,1,1,3049.647216796875
1,0,0,1,1,1,1,0,0,1,0,1,3022.25439453125
1,0,1,1,1,0,1,0,1,0,0,1,3032.159912109375
1,1,1,0,0,0,1,0,0,1,0,0,3047.349853515625
1,0,1,0,1,0,0,1,1,1,0,0,3052.642578125
1,1,1,1,0,1,0,0,0,1,0,0,3069.500732421875
0,1,1,1,1,1,1,1,0,1,0,1,816.7060546875
0,1,0,1,1,1,1,1,1,0,0,1,897.3756713867188
0,1,1,1,1,1,1,0,1,0,1,0,889.9857177734375
1,1,0,1,0,1,0,0,1,0,0,0,3083.51513671875
0,0,1,1,1,1,1,1,1,0,0,1,743.0534057617188
0,1,0,0,0,0,0,0,0,1,0,1,462.62457275390625
1,1,1,1,0,1,0,1,1,0,1,1,3089.50537109375
1,1,1,0,1,1,0,0,0,0,1,1,3035.67626953125
0,0,1,1,0,1,0,1,0,0,1,1,805.3653564453125
1,0,0,1,1,0,0,1,1,1,1,1,3060.763671875
1,0,0,1,0,1,1,0,0,1,0,0,3048.818115234375
1,0,0,1,0,1,1,1,1,1,0,1,3051.31103515625
1,0,0,1,0,0,1,1,0,1,1,1,3061.34619140625
0,1,1,1,0,0,0,1,0,0,0,0,635.6522216796875
1,0,0,1,0,1,0,0,0,0,1,1,3063.946044921875
0,1,1,1,1,1,0,0,0,1,0,1,672.3867797851562
1,1,1,1,0,0,1,1,1,0,1,1,3083.52734375
1,0,0,1,0,1,0,1,1,0,0,1,3065.099609375
0,1,0,0,0,0,0,0,1,1,0,1,610.1665649414062
0,0,0,0,0,0,0,1,0,0,0,1,430.3694763183594
1,1,0,1,1,0,0,0,1,0,0,1,3057.85888671875
1,1,1,0,0,0,1,0,0,0,0,0,3047.50244140625
1,0,0,1,0,0,0,1,0,0,0,1,3049.420166015625
1,1,0,1,1,1,1,0,1,0,1,0,3071.91064453125
0,0,1,1,0,0,1,1,1,1,1,0,832.89111328125
1,1,1,1,1,0,1,0,0,1,0,0,3050.592529296875
0,1,0,1,0,1,0,0,1,1,1,1,730.3416748046875
0,1,0,1,0,0,0,1,1,0,0,0,710.3521118164062
0,1,1,1,0,1,1,1,0,0,0,0,717.2906494140625
1,0,0,0,0,0,0,0,0,0,0,1,3030.16162109375
1,1,0,1,0,0,0,1,1,0,1,0,3114.70458984375
1,0,0,0,0,0,0,0,1,0,0,1,3029.837158203125
1,0,1,0,0,1,1,0,1,0,0,1,3020.514892578125
1,1,0,1,0,1,1,1,1,0,1,0,3102.524169921875
1,1,1,0,1,0,1,0,0,0,1,0,3038.90380859375
1,1,0,0,1,0,0,1,1,0,0,1,3040.785888671875
0,0,1,1,0,0,1,1,0,1,0,1,641.6920776367188
0,1,0,1,0,0,1,0,0,0,0,1,616.1705322265625
1,1,1,0,1,1,1,1,0,1,1,0,3055.328857421875
1,1,0,0,0,1,1,1,1,1,1,0,3078.467529296875
1,1,0,0,0,1,1,1,1,1,1,1,3059.68115234375
0,1,0,1,1,1,1,0,1,0,0,0,812.1536254882812
1,1,1,0,0,0,0,0,0,1,0,0,3055.427001953125
0,1,1,0,1,1,0,1,0,1,1,1,877.6350708007812
0,0,1,1,0,1,1,1,1,0,0,1,693.5406494140625
0,0,1,0,1,0,1,1,1,0,0,0,726.9559326171875
0,0,0,0,1,1,0,0,0,1,0,0,362.16107177734375
1,0,1,1,0,1,1,1,1,1,0,1,3056.073974609375
0,1,0,1,0,0,1,1,1,0,1,1,911.5927734375
0,1,0,0,1,0,0,0,0,1,0,1,591.9652709960938
0,1,1,1,0,0,1,1,1,1,1,0,911.0367431640625
1,0,0,1,0,1,0,0,0,1,0,1,3052.83837890625
0,1,0,0,1,0,1,0,1,0,1,0,856.3195190429688
1,1,0,1,1,0,0,0,0,0,1,1,3052.478271484375
0,0,1,1,1,1,0,1,0,1,0,1,609.4178466796875
0,0,0,1,1,0,1,1,1,0,0,1,721.8414306640625
0,0,0,0,1,0,1,0,0,0,0,1,537.7238159179688
0,0,1,0,0,1,0,0,0,0,0,0,283.02081298828125
1,1,1,1,1,0,1,1,1,1,0,0,3073.85693359375
1,0,1,0,1,1,0,1,0,1,0,1,3027.361083984375
0,1,1,1,1,1,1,0,0,0,0,0,696.7631225585938
0,1,0,0,1,0,1,1,0,0,0,0,741.6724853515625
1,1,0,0,0,0,1,0,0,1,1,1,3035.40869140625
1,1,0,1,0,0,1,1,0,0,1,0,3075.380126953125
1,0,0,0,0,0,1,1,1,1,1,1,3043.373779296875
1,0,1,1,0,1,0,0,1,1,0,1,3039.3251953125
1,0,0,1,1,1,0,1,0,1,0,1,3044.803955078125
0,1,1,0,1,0,0,0,1,1,0,1,795.259033203125
0,0,0,1,1,1,0,0,1,1,0,0,513.9945068359375
1,0,0,1,0,0,0,1,1,1,0,0,3087.299560546875
0,1,0,1,1,1,0,0,0,1,1,1,791.2294921875
0,1,1,0,1,1,0,1,1,1,0,0,849.7408447265625
1,1,0,0,0,1,0,1,1,1,0,0,3086.626708984375
0,1,0,0,1,1,1,1,1,0,1,1,942.4493408203125
0,1,0,1,0,1,1,0,0,0,0,0,587.4612426757812
0,1,1,1,0,0,0,0,1,1,1,0,742.9434814453125
1,0,0,0,1,0,1,1,1,0,0,0,3031.3271484375
1,0,0,1,0,0,0,0,1,0,1,1,3060.546142578125
0,1,1,1,0,1,1,0,0,0,1,1,818.4307861328125
1,0,1,0,0,0,1,0,1,0,1,0,3050.84765625
1,1,0,0,1,0,0,1,0,1,1,0,3059.947998046875
1,0,0,0,0,0,0,1,1,1,0,1,3046.26513671875
0,1,0,1,0,0,1,0,0,1,1,1,795.4512939453125
0,0,0,1,0,1,0,0,0,1,1,0,600.5038452148438
0,1,1,0,1,0,1,1,1,1,0,1,925.9510498046875
0,0,0,0,0,0,1,0,1,0,0,1,500.955322265625
1,1,1,0,1,1,1,1,1,0,0,0,3054.5234375
1,0,0,0,1,1,1,0,1,1,0,0,3026.639404296875
0,1,1,1,0,0,1,1,1,1,0,0,842.3453979492188
0,0,1,1,1,1,0,0,0,0,1,0,727.5601196289062
0,1,0,0,0,0,1,1,1,0,0,0,780.477294921875
0,1,0,1,0,0,1,0,0,1,1,0,767.6071166992188
0,0,1,0,0,1,0,0,0,0,1,0,645.7837524414062
1,0,0,1,1,0,0,1,1,0,0,0,3064.9609375
1,0,0,0,0,1,1,1,0,1,1,0,3058.276123046875
0,1,0,1,0,0,0,0,1,1,1,1,730.7115478515625
0,0,1,0,1,1,1,1,1,0,1,0,861.9044189453125
1,0,1,0,1,1,1,0,0,1,0,1,3012.9443359375
0,0,1,0,1,0,0,0,1,0,1,1,759.0238037109375
0,1,1,0,1,1,0,1,1,0,0,0,824.4656372070312
1,1,1,0,0,1,1,1,0,0,1,0,3064.81884765625
1,0,0,1,1,0,1,1,1,0,1,1,3040.985107421875
1,1,1,0,0,1,1,0,0,1,0,1,3036.400146484375
1,1,0,1,0,0,0,0,0,0,1,1,3068.6240234375
0,0,1,1,1,1,0,1,1,1,0,1,690.0430908203125
1,1,1,0,0,0,0,1,1,0,1,0,3096.6396484375
1,0,0,0,0,0,1,1,1,1,0,1,3032.30322265625
1,0,0,0,0,1,0,1,0,1,1,0,3075.055419921875
0,0,0,1,0,0,0,1,1,0,0,1,533.1573486328125
1,0,1,1,1,1,1,1,0,1,1,0,3061.516357421875
1,0,1,0,1,1,0,1,1,0,1,1,3038.251953125
0,1,0,1,1,1,0,0,0,0,0,1,612.8522338867188
0,1,0,0,0,0,0,1,1,0,0,0,667.5294189453125
1,1,0,1,0,0,0,0,0,1,1,0,3084.800048828125
1,1,0,0,1,1,1,0,1,0,0,0,3039.75634765625
0,0,1,0,0,1,0,1,0,0,0,1,532.4412231445312
0,1,0,0,0,0,1,0,1,1,0,0,711.7185668945312
0,0,1,0,0,1,0,0,0,0,0,1,352.92840576171875
1,0,1,1,0,1,1,0,1,0,0,0,3055.1552734375
1,1,1,0,1,0,0,1,1,1,0,0,3063.654052734375
1,0,0,0,1,1,1,1,0,0,0,0,3016.1630859375
0,1,1,0,0,1,1,0,0,0,0,0,595.6571655273438
0,0,1,0,0,1,0,0,1,1,1,0,651.6973876953125
1,1,0,1,1,0,1,0,0,1,1,1,3050.34521484375
1,0,1,0,1,0,1,0,0,0,1,0,3034.2041015625
0,1,0,0,0,1,1,1,0,1,1,0,842.9228515625
1,1,1,1,1,1,0,0,1,0,1,1,3066.873046875
0,0,0,1,1,0,0,0,1,1,0,1,543.0652465820312
0,0,0,0,0,1,0,1,0,1,0,0,400.678955078125
1,0,1,1,0,1,1,1,0,0,0,0,3059.75830078125
1,0,1,0,1,0,1,0,0,1,1,1,3034.93115234375
1,0,1,1,0,1,0,0,1,1,0,0,3060.72802734375
1,0,0,1,0,0,0,0,1,1,1,1,3050.35595703125
0,1,1,0,0,0,1,0,0,0,1,1,811.5613403320312
0,1,0,0,1,0,0,0,0,0,1,0,732.989501953125
1,1,1,1,1,1,1,0,1,1,0,0,3064.887939453125
0,0,0,0,1,1,0,0,1,0,1,1,705.6092529296875
0,1,0,1,1,1,1,0,1,1,0,1,858.1408081054688
0,0,0,0,1,1,1,0,0,1,1,1,799.4405517578125
1,0,1,1,0,1,0,1,0,0,1,1,3068.9111328125
1,1,1,0,1,1,0,0,1,0,0,0,3052.70556640625
1,1,1,0,0,1,0,0,0,1,0,0,3054.14013671875
1,0,1,1,0,0,0,0,0,1,1,0,3075.014892578125
0,1,1,1,1,0,0,0,0,0,0,0,612.97607421875
0,0,1,0,0,0,0,1,0,0,1,1,795.031982421875
0,0,1,1,1,0,0,1,0,0,1,0,797.4865112304688
1,0,1,0,1,0,1,0,1,0,0,0,3032.994873046875
0,1,0,0,0,0,0,0,1,0,0,1,572.4342041015625
1,0,1,0,1,1,0,0,1,1,1,0,3058.3701171875
0,1,1,1,0,1,1,0,1,1,1,0,811.72802734375
1,0,1,0,0,1,0,1,1,1,1,0,3079.61865234375
1,1,1,0,0,0,1,0,1,0,1,1,3046.65966796875
1,0,0,0,0,0,1,1,1,0,1,1,3045.20068359375
0,1,0,0,0,1,0,1,1,1,0,0,695.0853271484375
0,1,0,1,0,0,0,1,1,0,0,1,725.696044921875
1,1,1,0,0,1,0,1,0,0,0,1,3044.13818359375
0,1,0,1,1,1,0,1,1,0,1,1,883.7874145507812
0,1,0,0,0,0,0,0,1,0,0,0,553.7715454101562
1,1,1,1,0,0,1,0,1,1,0,0,3065.5390625
0,1,1,1,1,1,0,1,0,1,1,1,877.1988525390625
1,1,1,0,1,1,0,1,0,1,1,0,3062.427001953125
0,1,1,1,1,0,0,0,0,1,1,0,796.420166015625
1,0,1,0,1,0,0,0,0,0,1,0,3043.29541015625
0,0,0,1,1,0,0,1,1,0,1,0,748.7067260742188
1,1,0,0,0,0,0,1,1,1,0,0,3087.536376953125
0,0,1,1,0,1,0,0,0,1,1,0,662.7086181640625
0,0,0,1,1,1,0,1,0,0,1,1,783.8055419921875
1,0,1,0,1,1,1,1,1,1,0,0,3046.460693359375
0,1,1,1,1,0,0,1,1,0,1,1,910.28515625
0,1,0,0,1,1,0,1,0,1,0,0,649.8687744140625
0,1,0,0,1,1,1,1,1,1,1,0,927.3629150390625
1,1,1,1,1,0,1,0,1,1,0,0,3066.841064453125
0,1,0,1,1,0,0,1,0,1,0,0,690.6212158203125
0,1,1,1,1,0,1,0,1,0,0,1,829.28173828125
1,1,0,0,1,1,0,0,0,1,1,0,3057.881103515625
1,0,1,1,0,0,1,1,1,0,1,1,3068.457275390625
0,1,1,1,1,0,1,0,0,1,1,1,886.9267578125
1,0,0,1,0,1,1,1,0,0,0,0,3053.283203125
0,1,0,0,1,0,0,0,1,0,0,1,682.6633911132812
0,1,1,1,1,0,0,1,0,0,0,1,730.218017578125
0,1,1,1,1,1,0,1,0,1,1,0,856.1790161132812
0,1,1,1,0,0,1,1,0,1,0,1,760.3677368164062
0,1,1,1,0,0,1,1,0,1,1,1,902.0504150390625
1,0,1,0,0,1,0,0,1,1,0,1,3023.03515625
0,1,1,0,1,0,1,1,1,0,1,0,947.7190551757812
1,1,0,0,1,1,0,1,0,1,0,1,3038.859130859375
0,1,0,0,1,0,0,0,1,1,1,1,800.24951171875
1,0,1,1,0,0,0,0,1,1,0,1,3039.15869140625
1,1,0,1,0,1,1,0,0,1,1,1,3054.735107421875
1,1,0,0,1,0,1,1,0,0,1,0,3039.611572265625
0,0,1,1,0,1,1,1,1,1,0,1,716.1569213867188
0,1,1,1,1,0,0,0,1,1,0,0,762.4493408203125
0,0,1,1,1,1,1,1,1,1,1,0,872.3346557617188
1,1,0,0,0,0,0,1,1,0,1,0,3095.25146484375
0,0,1,0,1,0,1,0,1,0,1,1,827.33642578125
0,1,1,0,0,1,1,0,0,0,0,1,629.1830444335938
1,1,1,0,1,1,1,0,0,0,1,0,3038.3779296875
1,1,1,0,1,1,1,0,0,1,0,0,3035.25634765625
0,1,0,0,1,1,0,0,1,0,1,1,796.1014404296875
1,0,1,1,0,1,0,0,1,0,1,0,3074.50341796875
0,0,0,1,0,0,1,1,0,0,0,0,538.3761596679688
0,0,0,1,0,0,0,0,0,0,0,0,137.51170349121094
0,0,1,1,0,0,1,0,1,0,1,0,730.0374755859375
0,0,0,1,1,0,0,1,1,0,0,1,609.98681640625
1,1,1,0,1,0,0,1,1,0,1,1,3048.336181640625
1,1,1,0,0,0,1,0,0,1,1,0,3056.292236328125
1,0,1,1,1,0,1,0,1,0,0,0,3048.759765625
1,0,1,1,0,1,0,0,0,0,0,0,3061.86767578125
1,0,1,1,1,1,1,0,1,0,1,0,3061.4716796875
0,0,0,1,1,0,0,0,1,0,1,1,710.8765869140625
1,1,1,0,1,0,1,1,0,1,1,1,3044.34326171875
0,1,1,0,1,0,0,1,0,1,0,1,751.789306640625
1,1,1,0,1,0,0,1,1,0,1,0,3065.66943359375
0,0,0,1,1,1,1,1,1,1,0,0,722.1564331054688
0,0,0,1,0,0,1,1,1,0,1,1,819.9271240234375
1,0,0,1,1,1,0,0,1,0,0,0,3058.94580078125
0,0,1,1,0,0,0,0,0,0,0,0,293.55828857421875
0,1,0,0,1,1,0,1,0,1,1,0,799.0657958984375
0,1,1,0,0,0,0,0,1,1,1,0,746.3516845703125
0,0,1,0,0,0,1,0,1,0,1,1,759.3978271484375
0,0,0,1,1,0,1,1,0,0,1,1,864.029296875
1,1,1,0,0,0,0,1,0,1,1,1,3065.978759765625
1,0,0,0,1,0,1,0,0,1,0,1,3002.380126953125
0,0,1,0,0,1,0,1,0,0,1,1,797.27734375
1,0,1,1,1,0,1,1,1,0,0,0,3053.324462890625
0,0,1,0,1,1,1,1,0,0,0,1,684.8239135742188
1,0,1,1,1,0,0,1,1,0,0,1,3040.424072265625
0,0,1,0,1,0,0,0,0,1,1,1,764.5484619140625
1,0,0,0,1,1,0,0,1,0,0,0,3038.70556640625
1,1,1,0,0,0,1,0,0,1,1,1,3043.8974609375
1,0,0,1,0,0,1,1,0,1,1,0,3074.485107421875
1,1,0,1,1,0,1,0,0,0,1,1,3038.06982421875
1,0,1,0,1,1,0,0,1,1,1,1,3042.514404296875
1,1,0,0,1,0,1,1,1,0,1,1,3037.99755859375
0,0,0,0,0,1,1,0,0,0,1,1,728.3826904296875
1,0,1,0,0,1,0,0,1,0,0,0,3048.23828125
1,1,1,1,1,1,0,0,0,1,1,0,3073.427734375
1,0,0,1,1,1,1,1,1,0,0,0,3049.943115234375
1,0,1,1,0,0,0,1,1,0,1,1,3076.312744140625
1,1,1,0,1,1,1,1,0,1,0,1,3035.158447265625
1,1,1,1,1,1,0,0,0,0,0,1,3034.837158203125
0,1,1,0,0,1,0,0,1,1,0,0,688.7208862304688
1,0,0,1,0,1,1,0,0,1,0,1,3034.814453125
0,0,0,0,0,0,1,1,0,0,0,1,573.2276611328125
1,1,1,0,1,0,0,0,0,0,1,0,3046.56591796875
1,0,1,1,0,1,0,1,1,1,1,1,3074.5859375
0,0,0,1,0,1,0,1,1,0,0,0,498.13739013671875
1,0,1,0,0,0,1,0,0,0,1,1,3037.020263671875
