/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.16/cv2/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.20/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
0,1,1,0,0,0,1,0,0,0,1,1,113.82331848144531
0,1,0,0,1,0,0,0,0,0,1,0,106.619873046875
1,1,1,1,1,1,1,0,1,1,0,0,261.20733642578125
0,0,0,0,1,1,0,0,1,0,1,1,111.98173522949219
0,1,0,1,1,1,1,0,1,1,0,1,125.1454086303711
0,0,0,0,1,1,1,0,0,1,1,1,101.40463256835938
1,0,1,1,0,1,0,1,0,0,1,1,263.9809875488281
1,1,1,0,1,1,0,0,1,0,0,0,260.7486267089844
1,1,1,0,0,1,0,0,0,1,0,0,265.7380065917969
1,0,1,1,0,0,0,0,0,1,1,0,264.25189208984375
0,1,1,1,1,0,0,0,0,0,0,0,99.45160675048828
0,0,1,0,0,0,0,1,0,0,1,1,74.92535400390625
0,0,1,1,1,0,0,1,0,0,1,0,79.14502716064453
1,0,1,0,1,0,1,0,1,0,0,0,257.1588439941406
0,1,0,0,0,0,0,0,1,0,0,1,97.48738861083984
1,0,1,0,1,1,0,0,1,1,1,0,262.03436279296875
0,1,1,1,0,1,1,0,1,1,1,0,131.47877502441406
1,0,1,0,0,1,0,1,1,1,1,0,263.8662109375
1,1,1,0,0,0,1,0,1,0,1,1,269.09381103515625
1,0,0,0,0,0,1,1,1,0,1,1,265.26239013671875
0,1,0,0,0,1,0,1,1,1,0,0,119.64371490478516
0,1,0,1,0,0,0,1,1,0,0,1,100.23466491699219
1,1,1,0,0,1,0,1,0,0,0,1,262.57562255859375
0,1,0,1,1,1,0,1,1,0,1,1,130.89767456054688
0,1,0,0,0,0,0,0,1,0,0,0,98.7685775756836
1,1,1,1,0,0,1,0,1,1,0,0,267.54730224609375
0,1,1,1,1,1,0,1,0,1,1,1,130.80795288085938
1,1,1,0,1,1,0,1,0,1,1,0,264.9658508300781
0,1,1,1,1,0,0,0,0,1,1,0,120.95191955566406
1,0,1,0,1,0,0,0,0,0,1,0,260.8878173828125
0,0,0,1,1,0,0,1,1,0,1,0,87.88844299316406
1,1,0,0,0,0,0,1,1,1,0,0,265.91986083984375
0,0,1,1,0,1,0,0,0,1,1,0,103.24076843261719
0,0,0,1,1,1,0,1,0,0,1,1,90.49781799316406
1,0,1,0,1,1,1,1,1,1,0,0,257.74169921875
0,1,1,1,1,0,0,1,1,0,1,1,128.0317840576172
0,1,0,0,1,1,0,1,0,1,0,0,112.3719253540039
0,1,0,0,1,1,1,1,1,1,1,0,132.17147827148438
1,1,1,1,1,0,1,0,1,1,0,0,264.7094421386719
0,1,0,1,1,0,0,1,0,1,0,0,109.43212890625
0,1,1,1,1,0,1,0,1,0,0,1,103.6959457397461
1,1,0,0,1,1,0,0,0,1,1,0,263.7681579589844
1,0,1,1,0,0,1,1,1,0,1,1,265.785400390625
0,1,1,1,1,0,1,0,0,1,1,1,119.39225769042969
1,0,0,1,0,1,1,1,0,0,0,0,262.0213928222656
0,1,0,0,1,0,0,0,1,0,0,1,97.29066467285156
0,1,1,1,1,0,0,1,0,0,0,1,107.8734130859375
0,1,1,1,1,1,0,1,0,1,1,0,117.28715515136719
0,1,1,1,0,0,1,1,0,1,0,1,119.73030090332031
0,1,1,1,0,0,1,1,0,1,1,1,111.07670593261719
1,0,1,0,0,1,0,0,1,1,0,1,259.4127502441406
0,1,1,0,1,0,1,1,1,0,1,0,128.93017578125
1,1,0,0,1,1,0,1,0,1,0,1,260.87164306640625
0,1,0,0,1,0,0,0,1,1,1,1,131.08981323242188
1,0,1,1,0,0,0,0,1,1,0,1,265.0448303222656
1,1,0,1,0,1,1,0,0,1,1,1,267.4831237792969
1,1,0,0,1,0,1,1,0,0,1,0,263.8197021484375
0,0,1,1,0,1,1,1,1,1,0,1,113.5747299194336
0,1,1,1,1,0,0,0,1,1,0,0,114.7510757446289
0,0,1,1,1,1,1,1,1,1,1,0,119.18314361572266
1,1,0,0,0,0,0,1,1,0,1,0,267.59552001953125
0,0,1,0,1,0,1,0,1,0,1,1,93.78480529785156
0,1,1,0,0,1,1,0,0,0,0,1,119.88851165771484
1,1,1,0,1,1,1,0,0,0,1,0,261.00689697265625
1,1,1,0,1,1,1,0,0,1,0,0,263.09503173828125
0,1,0,0,1,1,0,0,1,0,1,1,127.37159729003906
1,0,1,1,0,1,0,0,1,0,1,0,260.52313232421875
0,0,0,1,0,0,1,1,0,0,0,0,40.21352767944336
0,0,0,1,0,0,0,0,0,0,0,0,33.17877960205078
0,0,1,1,0,0,1,0,1,0,1,0,93.89759826660156
0,0,0,1,1,0,0,1,1,0,0,1,80.27220916748047
1,1,1,0,1,0,0,1,1,0,1,1,266.04791259765625
1,1,1,0,0,0,1,0,0,1,1,0,266.91259765625
1,0,1,1,1,0,1,0,1,0,0,0,259.5735778808594
1,0,1,1,0,1,0,0,0,0,0,0,262.98822021484375
1,0,1,1,1,1,1,0,1,0,1,0,257.78533935546875
0,0,0,1,1,0,0,0,1,0,1,1,95.21284484863281
1,1,1,0,1,0,1,1,0,1,1,1,265.2410888671875
0,1,1,0,1,0,0,1,0,1,0,1,117.92118835449219
1,1,1,0,1,0,0,1,1,0,1,0,266.2861328125
0,0,0,1,1,1,1,1,1,1,0,0,103.24125671386719
0,0,0,1,0,0,1,1,1,0,1,1,94.25410461425781
1,0,0,1,1,1,0,0,1,0,0,0,256.99627685546875
0,0,1,1,0,0,0,0,0,0,0,0,54.05464553833008
0,1,0,0,1,1,0,1,0,1,1,0,112.97734069824219
0,1,1,0,0,0,0,0,1,1,1,0,130.3871307373047
0,0,1,0,0,0,1,0,1,0,1,1,95.66563415527344
0,0,0,1,1,0,1,1,0,0,1,1,85.398681640625
1,1,1,0,0,0,0,1,0,1,1,1,265.83221435546875
1,0,0,0,1,0,1,0,0,1,0,1,258.6104431152344
0,0,1,0,0,1,0,1,0,0,1,1,89.16999816894531
1,0,1,1,1,0,1,1,1,0,0,0,259.5735778808594
0,0,1,0,1,1,1,1,0,0,0,1,99.2437744140625
1,0,1,1,1,0,0,1,1,0,0,1,258.06964111328125
0,0,1,0,1,0,0,0,0,1,1,1,82.85057067871094
1,0,0,0,1,1,0,0,1,0,0,0,255.867431640625
