/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv2.0/cv2.0.1/conv/Conv,/model.23/cv2.1/cv2.1.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
0,0,0,1,0,1,1,0,0,0,0,0,44.699607849121094
0,0,1,0,0,0,0,1,1,0,1,0,36.792755126953125
0,0,0,0,1,1,0,0,0,0,0,0,35.27415084838867
1,1,1,0,0,0,1,0,1,0,1,1,29.976003646850586
0,0,0,1,0,0,0,0,0,1,1,1,36.84836959838867
1,1,1,0,1,1,1,0,1,1,1,1,29.237991333007812
0,0,0,0,1,0,0,0,1,0,1,1,34.89236068725586
0,1,1,1,0,1,1,1,1,1,1,1,33.821556091308594
0,1,1,0,1,0,0,0,1,1,1,1,32.893836975097656
0,0,0,1,0,1,0,0,0,0,0,0,48.92163848876953
0,0,0,0,0,0,1,0,0,0,0,1,45.874061584472656
0,0,1,1,0,0,1,1,0,1,1,0,36.32560348510742
0,0,0,1,1,0,1,0,0,0,1,1,34.75661849975586
0,0,1,1,0,1,0,0,0,0,0,1,43.85187911987305
1,0,1,1,1,0,0,1,1,1,1,0,29.102563858032227
0,0,1,0,0,0,0,0,0,0,0,1,45.87908172607422
1,0,0,0,1,1,1,1,1,1,1,1,29.322031021118164
0,1,1,1,0,1,1,0,1,1,1,1,34.044639587402344
1,0,0,0,0,1,1,0,0,0,0,0,31.026077270507812
1,1,0,0,1,0,1,1,0,0,0,0,30.728586196899414
1,0,0,0,1,0,0,0,0,0,0,0,30.855539321899414
1,0,0,1,1,0,1,1,1,1,1,0,29.445837020874023
1,0,1,1,1,1,0,0,0,0,0,0,30.52556800842285
1,0,0,1,1,1,1,1,0,1,0,1,30.189605712890625
1,1,0,0,1,1,0,0,1,1,1,1,29.107553482055664
