/model.1/conv/Conv,/model.16/cv1/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv4.0/cv4.0.0/conv/Conv,/model.23/proto/cv1/conv/Conv,/model.23/proto/cv2/conv/Conv,/model.23/proto/upsample/ConvTranspose,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,output0,output1
1,1,1,1,1,1,1,1,1,1,1,1,0.23855428397655487,0.13611678779125214
1,0,0,0,0,1,1,0,1,1,0,1,0.21343711018562317,0.13071313500404358
0,1,0,0,1,0,1,1,0,0,0,1,0.08148722350597382,0.04443870112299919
1,1,0,0,0,1,0,1,0,1,0,1,0.21782119572162628,0.13083480298519135
0,0,1,0,1,1,1,0,1,1,0,0,0.0760042741894722,0.03216329962015152
0,1,0,1,1,0,0,0,0,1,1,0,0.09182829409837723,0.03474362939596176
0,0,1,0,0,0,0,1,1,1,1,0,0.03537615016102791,0.02907070890069008
0,1,1,1,0,0,0,0,1,0,0,0,0.045809704810380936,0.03423697501420975
0,1,1,1,0,1,1,1,0,1,1,1,0.06541828066110611,0.05012951046228409
0,0,1,1,1,0,0,0,0,0,0,0,0.07695046812295914,0.013747108168900013
1,0,0,0,0,1,1,0,0,0,0,1,0.20905184745788574,0.12666569650173187
1,1,1,0,0,1,1,0,1,1,0,1,0.21798229217529297,0.13478779792785645
0,1,1,0,0,1,1,1,0,1,0,1,0.05676296353340149,0.046955566853284836
1,0,0,0,1,0,1,0,0,0,0,1,0.22967538237571716,0.12666569650173187
0,0,1,0,1,0,1,1,1,0,0,1,0.07444017380475998,0.038457274436950684
0,1,1,1,1,0,0,0,1,1,0,1,0.09622295945882797,0.04216153547167778
0,1,1,1,1,1,0,1,1,0,1,0,0.08877332508563995,0.039377905428409576
1,1,0,1,1,1,0,0,0,0,1,0,0.23730424046516418,0.12624235451221466
1,0,0,1,0,1,1,1,1,0,0,1,0.2110861986875534,0.131923109292984
0,1,0,1,0,1,0,0,0,1,0,0,0.05247844010591507,0.03398151323199272
0,1,0,0,1,0,1,0,0,1,1,1,0.09164699167013168,0.04517976567149162
1,1,1,0,0,1,1,0,1,1,1,1,0.21914449334144592,0.13489407300949097
1,1,1,1,0,0,0,0,1,0,0,1,0.21576865017414093,0.12991027534008026
0,0,0,0,1,0,1,0,1,0,0,0,0.05723967030644417,0.028789963573217392
0,0,1,1,1,1,1,0,1,0,1,0,0.08133606612682343,0.0339609831571579
1,0,1,1,0,0,0,1,0,0,0,1,0.21075603365898132,0.12580424547195435
0,0,1,1,0,0,1,1,1,0,0,1,0.043949373066425323,0.04126500338315964
1,1,0,1,0,1,1,1,0,0,1,1,0.21797533333301544,0.13504397869110107
0,1,0,0,0,0,0,0,0,0,0,0,0.033320970833301544,0.02660306729376316
1,1,0,0,1,0,1,0,1,0,1,0,0.2314155399799347,0.1303020715713501
0,1,0,1,0,0,1,1,0,0,0,0,0.04365844279527664,0.04322470352053642
0,0,0,1,0,1,0,1,0,0,1,1,0.048175934702157974,0.03031022474169731
