/model.1/conv/Conv,/model.16/cv1/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv4.0/cv4.0.0/conv/Conv,/model.23/proto/cv1/conv/Conv,/model.23/proto/cv2/conv/Conv,/model.23/proto/upsample/ConvTranspose,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,output0,output1
1,0,0,1,1,0,0,1,1,0,0,0,2604.482421875,205.9375
1,0,0,0,0,1,1,1,0,1,1,0,2546.51220703125,207.1060791015625
0,1,0,1,0,0,0,0,1,1,1,1,625.5230712890625,57.5246467590332
0,0,1,0,1,1,1,1,1,0,1,0,584.1251831054688,46.411842346191406
1,0,1,0,1,1,1,0,0,1,0,1,2682.9736328125,207.90286254882812
0,0,1,0,1,0,0,0,1,0,1,1,666.764892578125,33.1197395324707
0,1,1,0,1,1,0,1,1,0,0,0,632.3482055664062,46.235172271728516
1,1,1,0,0,1,1,1,0,0,1,0,2510.627197265625,204.9191436767578
1,0,0,1,1,0,1,1,1,0,1,1,2701.165771484375,210.94082641601562
1,1,1,0,0,1,1,0,0,1,0,1,2642.46240234375,209.10916137695312
1,1,0,1,0,0,0,0,0,0,1,1,2655.58642578125,205.91860961914062
0,0,1,1,1,1,0,1,1,1,0,1,779.5579223632812,47.263465881347656
1,1,1,0,0,0,0,1,1,0,1,0,2510.60791015625,203.87489318847656
1,0,0,0,0,0,1,1,1,1,0,1,2608.622802734375,209.99636840820312
1,0,0,0,0,1,0,1,0,1,1,0,2546.51220703125,203.6643829345703
0,0,0,1,0,0,0,1,1,0,0,1,456.745361328125,42.32843780517578
1,0,1,1,1,1,1,1,0,1,1,0,2579.646728515625,205.98501586914062
1,0,1,0,1,1,0,1,1,0,1,1,2638.226318359375,205.74380493164062
0,1,0,1,1,1,0,0,0,0,0,1,749.4267578125,48.57248306274414
0,1,0,0,0,0,0,1,1,0,0,0,290.4772033691406,46.235172271728516
1,1,0,1,0,0,0,0,0,1,1,0,2526.302001953125,201.82888793945312
1,1,0,0,1,1,1,0,1,0,0,0,2600.204345703125,203.89605712890625
0,0,1,0,0,1,0,1,0,0,0,1,400.22808837890625,33.07023239135742
0,1,0,0,0,0,1,0,1,1,0,0,403.86724853515625,57.168182373046875
0,0,1,0,0,1,0,0,0,0,0,1,400.22808837890625,23.881359100341797
1,0,1,1,0,1,1,0,1,0,0,0,2521.047607421875,206.14437866210938
1,1,1,0,1,0,0,1,1,1,0,0,2637.852783203125,206.2606964111328
1,0,0,0,1,1,1,1,0,0,0,0,2559.69580078125,203.64830017089844
0,1,1,0,0,1,1,0,0,0,0,0,327.90087890625,49.98778533935547
0,0,1,0,0,1,0,0,1,1,1,0,394.0121765136719,30.341503143310547
1,1,0,1,1,0,1,0,0,1,1,1,2670.407958984375,206.7478790283203
1,0,1,0,1,0,1,0,0,0,1,0,2563.65283203125,203.04541015625
