/model.1/conv/Conv,/model.16/cv1/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv2.0/cv2.0.1/conv/Conv,/model.23/cv2.1/cv2.1.0/conv/Conv,/model.23/cv4.0/cv4.0.0/conv/Conv,/model.23/proto/cv1/conv/Conv,/model.23/proto/cv2/conv/Conv,/model.23/proto/upsample/ConvTranspose,/model.3/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0,output1
1,1,1,1,1,0,1,0,0,0,1,1,163574.921875,84887.3984375
0,1,0,1,1,0,1,1,0,0,0,1,54488.8046875,45688.578125
0,1,1,1,0,0,0,0,0,0,0,1,57815.48828125,26321.265625
0,0,0,0,1,0,0,0,0,0,0,0,9394.2109375,0.0
1,1,1,0,1,0,1,1,0,0,1,0,161544.296875,88459.0703125
1,1,0,0,1,0,0,0,0,0,1,0,156058.515625,77172.859375
1,0,0,0,0,1,0,0,1,0,0,0,144978.296875,71497.96875
0,1,1,0,0,1,0,0,1,1,1,0,93658.015625,42932.5859375
1,1,0,1,0,0,1,1,0,1,0,0,169897.03125,90616.453125
0,0,1,1,1,0,0,1,0,0,0,1,43270.16015625,21736.11328125
1,1,1,0,1,1,1,1,1,1,1,1,167144.90625,88558.7109375
0,0,0,1,1,1,0,0,0,0,0,0,27370.46875,0.0
1,0,1,0,0,1,0,0,1,0,0,1,152127.890625,71636.640625
0,1,1,0,1,1,0,1,0,1,0,0,90967.6484375,44173.8046875
0,1,0,1,0,0,1,0,0,0,1,0,56371.7734375,42785.93359375
1,1,1,0,1,0,1,1,1,0,0,1,160373.515625,88093.1171875
1,0,0,1,0,1,1,0,1,0,0,1,148766.703125,78751.40625
1,1,1,1,0,0,1,0,1,0,0,1,161233.75,84701.5703125
0,0,1,0,1,1,0,1,1,1,1,1,84068.984375,40696.99609375
0,0,0,1,1,1,1,1,0,1,1,1,79886.171875,49834.515625
1,0,1,0,1,1,0,0,1,0,1,0,155854.3125,72983.3515625
0,0,1,0,0,1,0,1,1,1,1,1,80960.640625,40696.99609375
1,0,1,1,0,1,1,1,0,1,1,0,163119.59375,82205.234375
0,1,0,1,0,1,0,1,0,0,0,1,51003.7890625,33901.34765625
1,1,0,0,1,0,0,1,1,0,1,1,155314.421875,81756.0234375
0,1,0,0,1,0,0,1,1,1,0,1,81623.0625,45546.30859375
1,0,0,1,1,0,0,1,1,0,1,1,151460.53125,76530.109375
0,1,1,1,0,1,0,0,0,0,1,0,64769.5078125,29298.291015625
0,0,0,0,0,0,0,1,1,0,0,1,14915.7841796875,24229.873046875
0,0,1,1,0,1,0,0,0,0,0,0,31373.275390625,0.0
1,0,1,1,0,0,0,1,1,1,0,0,169920.921875,79145.6640625
0,1,1,1,1,1,1,0,0,0,1,1,70258.40625,43115.4140625
0,0,1,1,0,1,1,1,0,1,1,0,84477.0703125,49499.3671875
1,0,1,1,0,1,1,0,1,1,1,0,163119.59375,79507.7734375
0,1,0,1,0,1,1,1,1,1,0,1,81835.46875,55730.9453125
0,0,0,1,1,1,1,0,0,1,0,0,70709.703125,40418.9765625
1,0,0,0,1,0,1,1,1,1,1,1,154342.53125,82923.6875
1,0,0,1,1,0,1,1,1,1,1,1,157834.640625,82923.6875
1,0,1,1,1,0,0,0,1,1,1,1,164284.203125,73018.796875
0,0,1,0,0,0,0,0,1,0,1,0,44283.796875,18931.271484375
1,1,1,1,1,0,1,1,0,0,0,1,163158.859375,87488.96875
0,0,0,1,0,0,0,0,0,0,1,1,40646.40625,16041.501953125
1,0,0,0,1,1,1,1,1,1,1,1,154645.3125,82923.6875
0,0,1,0,1,0,1,1,0,1,1,0,82701.6640625,49499.3671875
1,0,0,0,0,0,1,1,1,0,0,1,144918.796875,82285.3671875
0,0,0,0,0,0,0,0,1,1,0,1,59110.1171875,29537.599609375
1,1,0,0,0,0,0,0,1,1,1,0,159476.75,78239.78125
0,1,1,1,0,0,1,1,0,1,1,0,95910.1484375,57559.5078125
0,0,1,0,1,0,1,0,0,0,1,0,48948.33203125,32436.19140625
0,0,1,1,1,0,1,1,1,1,1,0,86944.1015625,50512.21484375
0,0,0,1,0,1,1,0,0,1,0,1,65613.8828125,40366.6171875
1,0,1,0,0,0,0,0,1,0,1,1,152814.828125,72879.1953125
0,1,1,1,1,1,1,1,1,1,0,1,93114.078125,55730.9453125
0,1,0,1,0,0,0,1,0,1,0,1,81040.984375,44107.5625
0,1,0,0,0,1,0,0,1,0,0,0,44114.97265625,27437.53125
1,0,0,1,1,0,1,0,0,1,0,0,164781.71875,81212.046875
1,0,1,0,0,1,0,1,0,1,1,1,159434.0,75546.953125
0,0,1,1,1,1,1,1,1,0,1,0,54952.19921875,40106.4296875
0,0,0,1,0,0,1,0,1,0,0,1,24669.166015625,30121.880859375
0,0,1,0,1,1,1,1,0,0,1,0,50389.7109375,38915.2265625
0,0,0,1,1,0,0,0,0,1,1,1,79086.2890625,31681.65234375
0,0,0,0,1,1,0,1,0,1,0,1,64014.90625,34918.046875
1,0,0,0,0,0,1,0,0,0,1,0,147212.625,79117.5234375
1,0,0,0,1,0,0,0,1,1,1,0,154176.203125,72927.9140625
0,1,1,0,0,1,0,1,1,0,1,0,61964.1015625,37940.42578125
1,0,1,0,0,0,1,0,0,0,0,1,151697.65625,77852.7890625
1,1,1,0,1,0,1,0,0,0,0,1,160373.515625,83966.71875
0,0,1,0,1,0,0,1,0,1,1,1,83269.109375,39029.2890625
1,0,0,0,1,1,1,0,1,0,1,0,149363.65625,79951.703125
0,0,0,0,0,0,0,0,1,0,0,0,0.0,11071.1337890625
1,1,1,1,1,1,1,0,0,1,0,0,177809.46875,87237.328125
0,0,0,1,1,1,0,1,1,0,1,1,46383.859375,28452.552734375
0,1,1,0,1,1,0,0,0,0,1,1,67622.3125,29968.552734375
0,0,1,0,1,0,0,1,0,0,1,0,48948.33203125,25765.07421875
0,0,0,0,1,1,1,0,0,0,0,1,23222.48828125,28086.90234375
1,0,0,1,0,1,1,1,1,1,1,0,156484.703125,82892.265625
0,0,1,0,0,1,1,0,1,1,1,0,80234.625,45294.51953125
0,0,1,0,0,0,1,1,1,0,1,0,44283.796875,40106.4296875
1,1,0,0,1,0,1,1,0,1,0,0,168575.359375,90616.453125
0,0,0,0,0,1,1,0,0,1,0,1,60149.57421875,40366.6171875
1,0,1,0,1,1,0,0,0,0,0,1,153954.75,70194.8984375
1,0,0,0,0,0,1,1,1,0,0,0,144533.125,82248.125
1,0,1,1,1,1,1,1,1,1,1,0,164612.640625,82892.265625
1,0,0,0,1,0,0,0,1,1,0,0,161204.234375,75544.1875
0,0,1,0,1,1,0,1,0,0,0,1,40534.0546875,21736.11328125
0,1,1,1,1,0,1,1,1,0,1,0,68025.078125,49203.37109375
0,1,0,0,0,0,0,0,1,0,1,1,54811.6015625,32059.16796875
1,1,0,0,1,0,0,0,1,1,0,1,169570.34375,80985.328125
0,0,1,0,0,1,1,1,1,1,1,0,80234.625,50512.21484375
1,1,0,0,0,1,1,0,1,0,1,0,154596.53125,85672.984375
0,1,1,0,0,1,0,1,1,1,0,0,87107.921875,45627.9765625
0,0,0,1,1,1,0,1,0,0,0,0,27370.46875,20098.466796875
0,1,1,1,0,0,1,0,0,1,0,1,88633.984375,49699.375
0,0,1,1,0,0,1,0,0,0,0,0,28525.45703125,26907.787109375
0,1,1,0,1,1,0,0,1,1,0,1,90369.984375,39787.6640625
1,0,1,0,0,1,0,1,1,0,0,0,151848.296875,75335.65625
1,0,0,0,0,0,1,1,0,0,1,1,146306.15625,82528.59375
0,0,1,1,0,1,1,1,0,1,0,0,76307.078125,46374.7890625
0,0,1,0,0,1,1,0,1,1,1,1,80960.640625,45727.5
0,0,1,1,0,0,1,1,0,0,0,0,28525.45703125,34353.19921875
1,1,1,1,1,1,1,1,1,0,0,0,163583.0,88040.671875
1,0,0,0,1,1,0,0,0,1,0,1,162447.84375,74145.21875
0,0,0,0,0,0,1,1,0,0,1,0,31968.119140625,38915.2265625
0,1,1,0,0,0,1,0,0,0,0,0,51982.1328125,39004.078125
1,0,0,0,1,0,1,0,0,0,1,0,148972.84375,79117.5234375
0,1,0,1,1,1,0,1,1,1,1,0,92829.5234375,48397.74609375
1,0,1,1,1,0,1,0,0,1,1,0,164291.796875,78652.1484375
0,0,1,1,0,1,1,0,1,1,1,0,84477.0703125,45294.51953125
0,0,1,1,1,1,1,1,1,0,1,1,56012.39453125,40461.3046875
1,0,1,1,1,0,0,1,0,1,0,1,172195.421875,77960.6015625
1,1,0,1,0,1,1,0,0,1,0,1,171163.0,87129.03125
0,0,1,0,0,0,1,0,0,0,1,0,44283.796875,32436.19140625
0,0,1,1,1,1,1,1,0,1,1,1,88192.609375,49834.515625
1,1,1,1,0,1,1,0,1,1,1,1,168536.890625,85282.046875
1,0,0,0,1,0,0,0,0,0,1,0,148972.84375,71628.765625
1,1,0,1,1,1,1,1,0,0,0,0,157598.21875,87431.734375
0,1,1,0,0,0,1,1,0,0,0,0,51982.1328125,44975.828125
1,1,1,1,0,0,0,0,0,1,0,1,176722.71875,79866.5078125
0,1,0,1,0,1,0,0,0,1,0,1,81835.46875,37875.33203125
0,1,0,1,0,1,1,1,1,1,0,0,82399.453125,55815.98046875
1,0,1,1,1,1,0,1,1,1,1,0,164612.640625,76509.8671875
0,1,1,1,1,0,0,0,0,1,0,0,93010.4140625,37866.40234375
1,0,0,1,0,1,1,1,0,1,1,0,156484.703125,82205.234375
1,0,1,0,0,0,1,0,0,1,1,1,159131.21875,78699.703125
1,1,0,0,1,0,0,0,1,1,1,0,161094.765625,78239.78125
0,1,0,1,0,0,0,1,0,1,0,0,81586.5546875,44173.8046875
1,0,0,0,0,0,0,0,0,1,0,0,159678.34375,74245.8828125
0,1,0,1,0,0,0,1,1,1,0,1,81040.984375,45546.30859375
0,0,0,0,1,0,1,1,1,0,0,0,9394.2109375,35805.296875
0,0,0,0,1,0,1,0,0,1,0,0,63953.875,40418.9765625
0,0,1,1,1,0,0,1,0,1,1,1,87392.71875,39029.2890625
1,1,1,0,1,0,1,0,0,0,0,0,160277.84375,83894.828125
0,0,1,1,1,0,1,0,1,0,1,0,53510.8203125,34038.8046875
1,0,0,1,1,0,0,0,0,0,1,1,151460.53125,71499.375
1,0,0,1,1,1,1,0,0,1,0,1,165874.46875,81099.796875
1,0,1,1,1,0,1,0,1,0,0,1,156978.953125,78751.40625
1,1,1,0,0,0,1,0,0,1,0,0,172683.8125,87237.328125
1,0,1,0,1,0,0,1,1,1,0,0,167775.671875,79145.6640625
1,1,1,1,0,1,0,0,0,1,0,0,176211.25,79967.7109375
0,1,1,1,1,1,1,1,0,1,0,1,93114.078125,54831.76953125
0,1,0,1,1,1,1,1,1,0,0,1,55716.34375,46706.765625
0,1,1,1,1,1,1,0,1,0,1,0,69056.953125,43920.44921875
1,1,0,1,0,1,0,0,1,0,0,0,155619.03125,77159.59375
0,0,1,1,1,1,1,1,1,0,0,1,45360.9609375,36739.3203125
0,1,0,0,0,0,0,0,0,1,0,1,77937.4453125,37875.33203125
1,1,1,1,0,1,0,1,1,0,1,1,162222.09375,81756.0234375
1,1,1,0,1,1,0,0,0,0,1,1,161116.296875,77139.765625
0,0,1,1,0,1,0,1,0,0,1,1,51685.0234375,26375.67578125
1,0,0,1,1,0,0,1,1,1,1,1,157834.640625,76582.4453125
1,0,0,1,0,1,1,0,0,1,0,0,163619.3125,81212.046875
1,0,0,1,0,1,1,1,1,1,0,1,164398.484375,85334.9921875
1,0,0,1,0,0,1,1,0,1,1,1,156342.6875,82221.2890625
0,1,1,1,0,0,0,1,0,0,0,0,54763.61328125,32824.4609375
1,0,0,1,0,1,0,0,0,0,1,1,150189.90625,71499.375
0,1,1,1,1,1,0,0,0,1,0,1,93114.078125,37875.33203125
1,1,1,1,0,0,1,1,1,0,1,1,161823.578125,88963.671875
1,0,0,1,0,1,0,1,1,0,0,1,148766.703125,75440.8359375
0,1,0,0,0,0,0,0,1,1,0,1,77937.4453125,39787.6640625
0,0,0,0,0,0,0,1,0,0,0,1,14915.7841796875,21736.11328125
1,1,0,1,1,0,0,0,1,0,0,1,157455.515625,77250.4375
1,1,1,0,0,0,1,0,0,0,0,0,158298.640625,83894.828125
1,0,0,1,0,0,0,1,0,0,0,1,148336.453125,74298.7265625
1,1,0,1,1,1,1,0,1,0,1,0,159188.03125,85672.984375
0,0,1,1,0,0,1,1,1,1,1,0,83654.59375,50512.21484375
1,1,1,1,1,0,1,0,0,1,0,0,177444.34375,87237.328125
0,1,0,1,0,1,0,0,1,1,1,1,90733.34375,43522.80078125
0,1,0,1,0,0,0,1,1,0,0,0,46338.8671875,34552.24609375
0,1,1,1,0,1,1,1,0,0,0,0,56010.26171875,44975.828125
1,0,0,0,0,0,0,0,0,0,0,1,144918.796875,70194.8984375
1,1,0,1,0,0,0,1,1,0,1,0,156940.515625,81818.7109375
1,0,0,0,0,0,0,0,1,0,0,1,144918.796875,71636.640625
1,0,1,0,0,1,1,0,1,0,0,1,152127.890625,78751.40625
1,1,0,1,0,1,1,1,1,0,1,0,157333.28125,89013.078125
1,1,1,0,1,0,1,0,0,0,1,0,161544.296875,84989.4921875
1,1,0,0,1,0,0,1,1,0,0,1,154725.34375,80839.875
0,0,1,1,0,0,1,1,0,1,0,1,74058.328125,46259.375
0,1,0,1,0,0,1,0,0,0,0,1,49776.2421875,39819.23046875
1,1,1,0,1,1,1,1,0,1,1,0,167063.265625,87994.3203125
1,1,0,0,0,1,1,1,1,1,1,0,159811.8125,88537.640625
1,1,0,0,0,1,1,1,1,1,1,1,159958.765625,88558.7109375
0,1,0,1,1,1,1,0,1,0,0,0,52832.5078125,40356.15625
1,1,1,0,0,0,0,0,0,1,0,0,172683.8125,79967.7109375
0,1,1,0,1,1,0,1,0,1,1,1,97951.484375,47553.21484375
0,0,1,1,0,1,1,1,1,0,0,1,39145.0625,36739.3203125
0,0,1,0,1,0,1,1,1,0,0,0,32644.646484375,35805.296875
0,0,0,0,1,1,0,0,0,1,0,0,65031.0859375,26179.82421875
1,0,1,1,0,1,1,1,1,1,0,1,171067.703125,85334.9921875
0,1,0,1,0,0,1,1,1,0,1,1,58011.01953125,49528.81640625
0,1,0,0,1,0,0,0,0,1,0,1,81623.0625,37875.33203125
0,1,1,1,0,0,1,1,1,1,1,0,95910.1484375,58390.40625
1,0,0,1,0,1,0,0,0,1,0,1,164398.484375,74145.21875
0,1,0,0,1,0,1,0,1,0,1,0,57343.1484375,43920.44921875
1,1,0,1,1,0,0,0,0,0,1,1,157967.71875,77139.765625
0,0,1,1,1,1,0,1,0,1,0,1,78963.1015625,34918.046875
0,0,0,1,1,0,1,1,1,0,0,1,30885.06640625,36739.3203125
0,0,0,0,1,0,1,0,0,0,0,1,21131.681640625,28086.90234375
0,0,1,0,0,1,0,0,0,0,0,0,26098.25390625,0.0
1,1,1,1,1,0,1,1,1,1,0,0,177444.34375,91233.78125
1,0,1,0,1,1,0,1,0,1,0,1,168882.9375,77960.6015625
0,1,1,1,1,1,1,0,0,0,0,0,61257.2578125,39004.078125
0,1,0,0,1,0,1,1,0,0,0,0,48115.31640625,44975.828125
1,1,0,0,0,0,1,0,0,1,1,1,159629.65625,84567.546875
1,1,0,1,0,0,1,1,0,0,1,0,156940.515625,88459.0703125
1,0,0,0,0,0,1,1,1,1,1,1,152850.546875,82923.6875
1,0,1,1,0,1,0,0,1,1,0,1,171067.703125,75441.0390625
1,0,0,1,1,1,0,1,0,1,0,1,165874.46875,77960.6015625
0,1,1,0,1,0,0,0,1,1,0,1,89575.4921875,39787.6640625
0,0,0,1,1,1,0,0,1,1,0,0,70709.703125,29368.640625
1,0,0,1,0,0,0,1,1,1,0,0,163255.78125,79145.6640625
0,1,0,1,1,1,0,0,0,1,1,1,93853.0390625,41778.3125
0,1,1,0,1,1,0,1,1,1,0,0,90967.6484375,45627.9765625
1,1,0,0,0,1,0,1,1,1,0,0,167342.25,84492.796875
0,1,0,0,1,1,1,1,1,0,1,1,60010.66796875,49528.81640625
0,1,0,1,0,1,1,0,0,0,0,0,47585.5078125,39004.078125
0,1,1,1,0,0,0,0,1,1,1,0,95910.1484375,42932.5859375
1,0,0,0,1,0,1,1,1,0,0,0,146448.4375,82248.125
1,0,0,1,0,0,0,0,1,0,1,1,149802.46875,72879.1953125
0,1,1,1,0,1,1,0,0,0,1,1,66096.953125,43115.4140625
1,0,1,0,0,0,1,0,1,0,1,0,153703.265625,79951.703125
1,1,0,0,1,0,0,1,0,1,1,0,161094.765625,80748.3984375
1,0,0,0,0,0,0,1,1,1,0,1,160623.53125,79021.5859375
0,1,0,1,0,0,1,0,0,1,1,1,90061.171875,53125.08203125
0,0,0,1,0,1,0,0,0,1,1,0,75883.2265625,30902.322265625
0,1,1,0,1,0,1,1,1,1,0,1,89575.4921875,55730.9453125
0,0,0,0,0,0,1,0,1,0,0,1,14915.7841796875,30121.880859375
1,1,1,0,1,1,1,1,1,0,0,0,160714.78125,88040.671875
1,0,0,0,1,1,1,0,1,1,0,0,161567.78125,82087.296875
0,1,1,1,0,0,1,1,1,1,0,0,89150.671875,55815.98046875
0,0,1,1,1,1,0,0,0,0,1,0,54952.19921875,14865.6923828125
0,1,0,0,0,0,1,1,1,0,0,0,42868.3203125,45984.65625
0,1,0,1,0,0,1,0,0,1,1,0,88911.34375,52653.94921875
0,0,1,0,0,1,0,0,0,0,1,0,45725.17578125,14865.6923828125
1,0,0,1,1,0,0,1,1,0,0,0,149838.0,75335.65625
1,0,0,0,0,1,1,1,0,1,1,0,153004.015625,82205.234375
0,1,0,1,0,0,0,0,1,1,1,1,90061.171875,43522.80078125
0,0,1,0,1,1,1,1,1,0,1,0,50389.7109375,40106.4296875
1,0,1,0,1,1,1,0,0,1,0,1,168882.9375,81099.796875
0,0,1,0,1,0,0,0,1,0,1,1,50281.7734375,19858.85546875
0,1,1,0,1,1,0,1,1,0,0,0,58475.7734375,34552.24609375
1,1,1,0,0,1,1,1,0,0,1,0,160082.328125,88459.0703125
1,0,0,1,1,0,1,1,1,0,1,1,151460.53125,83242.15625
1,1,1,0,0,1,1,0,0,1,0,1,173963.25,87129.03125
1,1,0,1,0,0,0,0,0,0,1,1,156216.375,77139.765625
0,0,1,1,1,1,0,1,1,1,0,1,78963.1015625,36792.8359375
1,1,1,0,0,0,0,1,1,0,1,0,159689.53125,81818.7109375
1,0,0,0,0,0,1,1,1,1,0,1,160623.53125,85334.9921875
1,0,0,0,0,1,0,1,0,1,1,0,153004.015625,75468.6328125
0,0,0,1,0,0,0,1,1,0,0,1,24669.166015625,24229.873046875
1,0,1,1,1,1,1,1,0,1,1,0,164612.640625,82205.234375
1,0,1,0,1,1,0,1,1,0,1,1,154860.359375,76530.109375
0,1,0,1,1,1,0,0,0,0,0,1,55716.34375,26321.265625
0,1,0,0,0,0,0,1,1,0,0,0,42868.3203125,34552.24609375
1,1,0,1,0,0,0,0,0,1,1,0,162421.546875,77150.46875
1,1,0,0,1,1,1,0,1,0,0,0,154896.53125,84635.96875
0,0,1,0,0,1,0,1,0,0,0,1,34318.1640625,21736.11328125
0,1,0,0,0,0,1,0,1,1,0,0,78342.4921875,50915.00390625
0,0,1,0,0,1,0,0,0,0,0,1,34318.1640625,7596.14453125
1,0,1,1,0,1,1,0,1,0,0,0,155345.3125,78683.234375
1,1,1,0,1,0,0,1,1,1,0,0,174282.0,84492.796875
1,0,0,0,1,1,1,1,0,0,0,0,146893.59375,81518.859375
0,1,1,0,0,1,1,0,0,0,0,0,53228.7890625,39004.078125
0,0,1,0,0,1,0,0,1,1,1,0,80234.625,33531.6484375
1,1,0,1,1,0,1,0,0,1,1,1,164154.78125,84567.546875
1,0,1,0,1,0,1,0,0,0,1,0,155463.515625,79117.5234375
0,1,0,0,0,1,1,1,0,1,1,0,86384.515625,57559.5078125
1,1,1,1,1,1,0,0,1,0,1,1,163973.421875,78288.0546875
0,0,0,1,1,0,0,0,1,1,0,1,68439.7265625,29537.599609375
0,0,0,0,0,1,0,1,0,1,0,0,60935.16796875,34903.64453125
1,0,1,1,0,1,1,1,0,0,0,0,155345.3125,81518.859375
1,0,1,0,1,0,1,0,0,1,1,1,160623.15625,78699.703125
1,0,1,1,0,1,0,0,1,1,0,0,170284.453125,75544.1875
1,0,0,1,0,0,0,0,1,1,1,1,156342.6875,73018.796875
0,1,1,0,0,0,1,0,0,0,1,1,62423.23828125,43115.4140625
0,1,0,0,1,0,0,0,0,0,1,0,57343.1484375,29298.291015625
1,1,1,1,1,1,1,0,1,1,0,0,177809.46875,87967.0078125
0,0,0,0,1,1,0,0,1,0,1,1,39984.96875,19858.85546875
0,1,0,1,1,1,1,0,1,1,0,1,85521.0703125,50846.9296875
0,0,0,0,1,1,1,0,0,1,1,1,75035.375,44368.08203125
1,0,1,1,0,1,0,1,0,0,1,1,156689.71875,75443.34375
1,1,1,0,1,1,0,0,1,0,0,0,160714.78125,77159.59375
1,1,1,0,0,1,0,0,0,1,0,0,173048.90625,79967.7109375
1,0,1,1,0,0,0,0,0,1,1,0,162798.765625,71643.078125
0,1,1,1,1,0,0,0,0,0,0,0,60010.6015625,24952.115234375
0,0,1,0,0,0,0,1,0,0,1,1,45954.40234375,26375.67578125
0,0,1,1,1,0,0,1,0,0,1,0,53510.8203125,25765.07421875
1,0,1,0,1,0,1,0,1,0,0,0,153318.4375,78683.234375
0,1,0,0,0,0,0,0,1,0,0,1,46517.390625,28718.12890625
1,0,1,0,1,1,0,0,1,1,1,0,160957.65625,72927.9140625
0,1,1,1,0,1,1,0,1,1,1,0,96584.546875,53688.125
1,0,1,0,0,1,0,1,1,1,1,0,159464.609375,76509.8671875
1,1,1,0,0,0,1,0,1,0,1,1,158966.4375,85641.7890625
1,0,0,0,0,0,1,1,1,0,1,1,146306.15625,83242.15625
0,1,0,0,0,1,0,1,1,1,0,0,79155.3828125,45627.9765625
0,1,0,1,0,0,0,1,1,0,0,1,49776.2421875,35604.14453125
1,1,1,0,0,1,0,1,0,0,0,1,158865.484375,79838.046875
0,1,0,1,1,1,0,1,1,0,1,1,63210.08203125,38445.28125
0,1,0,0,0,0,0,0,1,0,0,0,42868.3203125,27437.53125
1,1,1,1,0,0,1,0,1,1,0,0,175846.15625,87967.0078125
0,1,1,1,1,1,0,1,0,1,1,1,100775.453125,47553.21484375
1,1,1,0,1,1,0,1,0,1,1,0,167063.265625,80748.3984375
0,1,1,1,1,0,0,0,0,1,1,0,99153.9453125,41161.6328125
1,0,1,0,1,0,0,0,0,0,1,0,155463.515625,71628.765625
0,0,0,1,1,0,0,1,1,0,1,0,43513.4609375,27848.259765625
1,1,0,0,0,0,0,1,1,1,0,0,166977.15625,84492.796875
0,0,1,1,0,1,0,0,0,1,1,0,84477.0703125,30902.322265625
0,0,0,1,1,1,0,1,0,0,1,1,46383.859375,26375.67578125
1,0,1,0,1,1,1,1,1,1,0,0,168139.21875,85490.015625
0,1,1,1,1,0,0,1,1,0,1,1,69220.796875,38445.28125
0,1,0,0,1,1,0,1,0,1,0,0,83015.1328125,44173.8046875
0,1,0,0,1,1,1,1,1,1,1,0,89628.3046875,58390.40625
1,1,1,1,1,0,1,0,1,1,0,0,177444.34375,87967.0078125
0,1,0,1,1,0,0,1,0,1,0,0,85446.296875,44173.8046875
0,1,1,1,1,0,1,0,1,0,0,1,62528.0390625,41166.5546875
1,1,0,0,1,1,0,0,0,1,1,0,161429.796875,77150.46875
1,0,1,1,0,0,1,1,1,0,1,1,156302.28125,83242.15625
0,1,1,1,1,0,1,0,0,1,1,1,100103.296875,53125.08203125
1,0,0,1,0,1,1,1,0,0,0,0,148367.859375,81518.859375
0,1,0,0,1,0,0,0,1,0,0,1,51229.94921875,28718.12890625
0,1,1,1,1,0,0,1,0,0,0,1,62528.0390625,33901.34765625
0,1,1,1,1,1,0,1,0,1,1,0,99828.34375,47052.49609375
0,1,1,1,0,0,1,1,0,1,0,1,88633.984375,54831.76953125
0,1,1,1,0,0,1,1,0,1,1,1,96983.5859375,57987.55078125
1,0,1,0,0,1,0,0,1,1,0,1,167406.9375,75441.0390625
0,1,1,0,1,0,1,1,1,0,1,0,65219.6640625,49203.37109375
1,1,0,0,1,1,0,1,0,1,0,1,169925.625,83425.671875
0,1,0,0,1,0,0,0,1,1,1,1,90106.375,43522.80078125
