block_0,block_1,block_2,block_3,block_4,block_5,block_6,block_7,block_8,block_9,block_10,block_11,map50,map50_95,map75
1,0,1,1,1,1,1,1,0,0,1,0,0.3409926270770722,0.2711028397568308,0.2944348774491287
0,1,0,1,0,0,0,0,1,1,1,0,0.3628952393986841,0.2902858536219236,0.31423446634313124
0,0,0,0,0,1,1,0,1,0,1,0,0.3641512344552563,0.2890342635466114,0.3138183255362233
0,0,1,0,0,0,0,0,0,1,0,1,0.3524362894250909,0.27831289759227934,0.3051427556398982
1,1,1,1,0,0,1,1,0,0,0,1,0.3422649320395612,0.2715359179907731,0.2921779768530277
1,1,0,1,0,1,1,1,1,0,0,0,0.3442580172196543,0.2754397186259823,0.2965109674547376
1,0,1,0,1,1,1,1,1,1,0,1,0.3371455706272516,0.2652092818801822,0.28676668888183987
0,0,0,1,0,1,0,0,0,0,1,0,0.3678482738331743,0.29315689457983646,0.32292508748888593
1,0,0,1,0,0,0,0,1,0,0,0,0.34294723327023136,0.27535570473250065,0.299087414242358
1,0,0,0,1,0,0,0,1,1,1,0,0.3495133312845786,0.280368219373648,0.3049034470231172
0,1,0,0,0,0,0,1,0,0,0,0,0.35677874577395335,0.2836067674117844,0.30526456804882657
1,0,0,1,1,1,1,0,0,1,1,0,0.3435333951004212,0.2757418731969644,0.30072642223275947
1,0,1,0,1,0,0,1,1,0,0,1,0.34694362934459094,0.27298592477980044,0.29667018704201714
1,1,1,1,1,1,1,0,0,1,0,0,0.34201487815248427,0.27477414305980796,0.2988052402052768
1,0,1,0,1,0,1,1,1,1,0,0,0.3370786942105057,0.266524611963577,0.2878436672504581
0,1,0,1,0,0,0,0,1,0,1,1,0.36336764532565147,0.2862180953207812,0.31146549880347896
1,1,0,0,1,0,0,1,0,1,1,1,0.35235620833936915,0.27603121809003967,0.3020224385301512
0,1,0,0,0,0,1,1,0,1,0,0,0.3547247360769353,0.2789226653366291,0.29796616549233623
1,0,0,1,1,0,0,1,1,0,1,0,0.3508847161128734,0.2774569900452318,0.3006198873511862
1,0,1,0,0,0,0,1,1,1,1,0,0.3397467719815747,0.27130110314892175,0.2908800129297397
0,1,0,1,1,0,1,0,1,1,0,0,0.3664244447997931,0.2919745383947084,0.3174398312932089
1,1,1,1,0,1,0,0,1,1,0,1,0.341918754582159,0.2752459974537691,0.3003148386589432
1,1,0,1,1,0,0,0,1,1,0,0,0.35139871769956343,0.2792241960727459,0.305283044443935
1,0,0,1,1,1,0,1,0,1,1,1,0.34432567541294795,0.27158324065857437,0.29385188478870383
1,1,0,1,1,0,0,1,0,0,0,0,0.34805025696264835,0.2742217868135951,0.2941867396799456
0,1,0,0,0,0,1,0,1,1,0,1,0.35119274118810623,0.27744215500315483,0.3017811737670151
1,0,1,1,1,0,1,1,1,0,1,1,0.34265648249994685,0.26901837876593115,0.29284142614212433
1,0,0,1,1,0,1,0,1,0,0,0,0.33920041224740244,0.2742621103075133,0.2952552994467323
0,1,0,1,1,1,1,0,1,1,1,1,0.3625771477780038,0.2869348577237296,0.31390695095741766
0,0,0,0,1,1,0,0,1,1,1,0,0.3639836313514348,0.29020027365199924,0.31627781875022576
1,1,0,0,1,0,1,1,1,0,0,1,0.34686175436018546,0.27392867968531204,0.2966986780584627
0,1,1,1,0,1,1,1,1,0,1,0,0.3633015018126413,0.28756221883053656,0.3086768509072054
0,1,0,1,1,0,1,1,1,0,0,0,0.3668712257939067,0.2886415207005485,0.31237329501440336
0,1,0,0,1,1,0,0,0,0,0,0,0.36154877008619135,0.2881237854380233,0.31566223726880116
0,1,0,1,1,1,1,1,1,1,1,0,0.3681127865579255,0.2888242910562731,0.3131834829206974
1,1,0,0,1,1,0,0,1,0,0,0,0.35861270733328604,0.28596939888003203,0.3116859791800016
