/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.16/cv2/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.20/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
1,0,0,1,0,0,0,0,0,1,0,0,30.79581642150879
0,0,0,1,1,1,0,0,1,1,0,0,39.95824432373047
1,1,0,1,1,0,1,0,1,1,1,1,30.189071655273438
0,0,0,0,1,0,1,1,0,1,1,1,38.857017517089844
0,1,1,0,0,1,0,1,1,0,1,1,37.08041763305664
0,1,1,1,1,1,0,1,1,0,0,1,34.688392639160156
1,1,1,0,1,0,1,0,1,1,1,1,30.647113800048828
0,1,0,0,0,1,1,0,1,1,1,1,39.96684646606445
1,1,1,1,0,1,1,0,0,1,1,1,30.10397720336914
1,1,1,1,1,0,0,1,1,0,1,1,29.02685546875
0,1,0,1,1,1,1,1,1,1,0,1,34.74758529663086
0,1,0,0,0,0,1,0,1,1,0,0,43.698341369628906
1,1,0,0,0,0,0,1,1,1,1,0,30.031301498413086
0,0,1,1,0,0,0,0,0,0,0,0,41.471893310546875
0,1,0,0,1,0,1,1,0,0,1,1,38.577274322509766
1,0,0,0,0,0,1,0,1,0,0,0,31.2843017578125
1,1,1,1,1,0,1,1,1,1,0,0,29.14682960510254
0,0,0,1,1,0,0,0,0,0,0,1,41.23609161376953
0,0,1,0,1,0,1,1,1,1,1,1,37.81504440307617
1,0,0,1,1,0,0,0,1,1,1,1,30.312515258789062
0,1,0,1,0,0,0,0,0,1,1,0,39.98854446411133
1,0,0,0,1,0,1,0,1,1,0,1,31.213287353515625
0,0,1,0,0,1,0,0,0,0,1,1,41.69746780395508
0,0,0,0,1,1,0,0,0,0,0,1,45.317054748535156
1,1,0,0,0,0,0,0,1,1,1,0,30.873245239257812
0,1,1,1,0,0,1,1,1,1,1,1,34.72350311279297
1,0,1,0,0,1,1,1,1,0,1,1,29.990230560302734
0,1,1,1,1,0,0,0,0,1,0,0,40.05156707763672
0,1,0,1,1,1,0,1,0,1,1,1,34.727012634277344
0,1,0,0,0,1,0,0,0,1,1,1,40.82373809814453
0,0,0,0,0,0,0,0,0,1,0,1,47.19126892089844
1,1,0,1,1,1,1,0,0,0,1,1,30.225421905517578
1,0,1,0,1,1,0,0,0,0,0,0,31.107879638671875
1,1,1,1,0,1,1,0,0,0,1,1,30.11279296875
1,0,0,0,1,0,0,1,0,0,1,0,30.332077026367188
1,1,1,0,1,1,1,1,1,1,1,0,29.970081329345703
1,0,1,0,0,0,1,1,0,0,0,0,30.26140785217285
1,1,1,0,1,1,1,0,0,0,1,1,30.6561222076416
1,1,1,1,1,0,1,1,1,1,1,0,29.033573150634766
0,1,1,0,1,1,0,1,1,1,0,0,37.37300109863281
0,1,1,0,1,1,0,1,1,1,1,0,37.054412841796875
1,0,0,1,1,1,1,1,1,0,0,1,29.21866226196289
0,1,1,1,1,1,0,1,0,0,0,0,34.92015838623047
0,0,1,0,1,1,1,0,1,1,0,0,42.49803924560547
1,0,0,1,1,1,1,1,1,1,1,0,29.24847412109375
0,0,0,0,0,1,0,0,0,0,1,1,43.209991455078125
0,0,0,0,1,0,1,0,0,0,0,0,59.183013916015625
0,1,0,0,1,1,0,0,0,1,0,0,43.235870361328125
0,1,0,0,1,0,0,0,1,1,0,1,42.519309997558594
