/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.16/cv2/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.20/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
1,1,1,1,1,1,1,1,1,1,1,1,0.004029345698654652
1,0,0,1,1,0,1,0,1,0,0,1,0.0037625606637448072
1,0,1,0,1,1,0,0,1,0,1,1,0.003694173414260149
0,1,1,1,1,1,0,1,1,1,1,1,0.0017021838575601578
0,0,0,0,1,0,0,0,0,0,0,0,0.00019981572404503822
0,0,0,0,1,0,0,0,1,0,0,0,0.00043092164560221136
1,1,1,1,1,1,1,0,1,1,0,1,0.003753726137802005
0,0,1,0,0,0,0,0,1,1,0,0,0.000630249734967947
0,1,0,1,0,0,1,0,0,0,0,1,0.0009097924339585006
1,1,0,1,1,1,1,1,1,1,1,1,0.003995892126113176
1,1,0,1,1,0,0,1,0,0,0,1,0.0038798742461949587
0,1,0,0,0,0,0,0,1,1,1,0,0.0009140798938460648
1,0,1,1,1,1,1,1,1,1,1,0,0.003955210093408823
0,0,1,0,0,0,0,0,0,1,1,1,0.0008260780014097691
0,0,1,1,0,1,0,1,0,0,0,1,0.0014776574680581689
1,1,0,0,1,1,0,1,1,0,1,1,0.003788695903494954
1,1,0,0,1,1,1,0,1,0,0,1,0.003603567834943533
0,1,0,0,0,0,1,0,0,0,0,0,0.0005827614804729819
0,0,0,1,0,0,0,0,0,0,0,0,0.0006414196686819196
1,1,1,1,1,0,1,1,1,1,1,1,0.004108375869691372
1,1,0,1,1,1,1,1,1,1,1,0,0.003955923020839691
1,1,1,1,1,1,1,1,1,1,1,0,0.003991756588220596
1,1,0,0,1,0,1,1,1,0,1,0,0.003875936148688197
1,1,1,1,1,1,1,0,1,0,1,1,0.003874795977026224
1,0,0,1,0,0,0,1,1,0,0,0,0.003959118854254484
0,1,1,0,0,1,1,0,0,1,0,1,0.00096198043320328
1,1,1,1,0,1,1,1,0,1,1,1,0.004108709748834372
0,0,1,0,0,0,0,0,1,0,0,0,0.0005560203571803868
0,0,0,1,1,1,0,1,0,0,0,0,0.0014230392407625914
1,0,0,0,0,0,1,0,0,0,0,0,0.003525680396705866
1,0,0,0,1,0,1,1,0,0,1,1,0.003776914905756712
0,0,0,0,0,0,0,1,1,0,0,0,0.0008595152758061886
1,0,1,1,0,0,0,0,0,0,1,1,0.0038460593204945326
0,1,0,1,0,0,1,0,0,1,1,0,0.0009947058279067278
1,1,1,1,1,1,1,1,1,0,1,1,0.004046255722641945
1,1,1,0,0,0,0,0,0,0,0,0,0.0036008574534207582
0,1,0,0,1,1,1,0,1,0,1,1,0.001127860858105123
0,0,0,0,1,1,0,0,0,1,0,1,0.000697909970767796
0,0,0,0,0,0,0,1,0,0,0,0,0.0007552028400823474
1,1,0,1,1,1,1,1,1,1,0,1,0.003894200548529625
0,0,0,0,0,0,0,0,0,0,1,0,0.0005188416689634323
1,0,0,0,0,0,0,0,1,0,1,1,0.003739212406799197
0,0,1,0,0,1,1,1,1,0,0,1,0.0011320107150822878
0,1,1,0,1,1,0,0,0,0,1,1,0.001107226824387908
0,0,1,0,0,0,0,0,0,1,0,0,0.0004841485933866352
1,0,1,0,1,1,1,1,1,1,0,1,0.0036983159370720387
0,0,0,0,0,0,0,1,0,0,0,1,0.000846907205414027
1,0,1,1,1,1,0,1,0,1,1,1,0.0040767076425254345
0,0,0,1,0,0,1,0,0,1,1,0,0.0008596240659244359
0,1,0,0,0,0,1,1,1,1,1,1,0.0012071494711562991
0,1,1,0,0,0,1,0,0,1,0,0,0.0007613826310262084
1,1,1,1,1,0,0,1,0,1,1,1,0.004027498420327902
0,1,1,0,0,0,0,0,0,0,0,0,0.0007036015740595758
0,0,0,1,0,1,1,0,0,0,0,1,0.0008672192925587296
1,0,1,1,0,0,0,1,0,1,0,1,0.003868172410875559
1,0,0,1,1,1,1,1,0,1,0,0,0.003904437180608511
0,1,0,1,0,1,0,1,0,0,0,0,0.0014678060542792082
0,0,0,0,0,0,1,1,0,0,0,0,0.0007645281730219722
1,0,1,1,1,0,0,1,0,0,1,0,0.00401107594370842
1,0,0,1,1,1,0,1,1,1,0,1,0.003854279639199376
0,1,0,1,1,1,0,0,1,1,0,0,0.0010587995639070868
0,1,1,1,1,1,1,1,0,1,1,1,0.0016541227232664824
0,1,0,0,1,0,1,1,0,0,1,0,0.0010573465842753649
0,0,0,1,1,1,1,1,0,1,1,1,0.0015705128898844123
1,1,1,0,0,1,1,1,1,1,1,1,0.0038333069533109665
0,1,0,0,1,1,0,1,0,1,0,1,0.0011218825820833445
0,1,1,1,1,1,1,0,1,1,0,1,0.0011869084555655718
1,0,0,1,1,0,0,1,0,1,1,1,0.003972784616053104
1,0,1,0,1,1,0,0,1,1,0,0,0.003547484055161476
0,0,1,1,1,0,1,0,0,0,1,0,0.0009105264325626194
0,0,0,0,0,0,1,0,0,0,0,0,0.00011674432607833296
0,0,0,1,1,0,1,1,1,0,0,1,0.001449792878702283
0,1,1,1,1,1,1,0,1,1,0,0,0.0011357998009771109
0,1,1,1,1,0,1,1,1,1,1,1,0.0016390529926866293
0,0,0,0,1,0,0,0,1,0,1,0,0.0006820981507189572
0,1,0,1,0,1,1,1,0,1,1,1,0.0016037110472097993
1,1,1,1,0,1,1,1,1,0,1,1,0.004044830799102783
1,1,1,0,0,1,0,0,0,0,0,0,0.003679464338347316
1,1,0,0,0,0,0,0,1,1,0,1,0.003629810642451048
0,1,1,1,1,1,1,1,1,1,1,1,0.0017141494899988174
0,1,1,1,1,1,0,1,0,1,0,0,0.0015554812271147966
0,0,1,1,0,1,0,1,1,1,1,0,0.0015804758295416832
1,1,1,1,0,1,0,1,1,1,0,1,0.003933844622224569
0,1,1,1,0,1,0,0,0,1,1,1,0.0012125781504437327
1,1,1,1,1,0,1,1,1,0,1,1,0.004111115820705891
0,0,0,0,0,0,0,0,1,0,0,0,0.0003895750269293785
0,0,0,0,0,0,0,0,1,0,1,0,0.0006554829888045788
0,1,0,1,1,1,0,1,0,1,0,1,0.0015324460109695792
1,1,1,1,1,1,1,1,1,0,1,0,0.004028009250760078
1,1,0,1,1,1,1,1,0,1,1,0,0.004051446449011564
1,1,1,1,1,1,0,0,1,1,1,1,0.0038549036253243685
