/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.16/cv2/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.20/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
1,0,1,1,1,1,0,1,1,1,1,1,0.34057852625846863
1,1,1,1,1,1,1,1,1,1,0,1,0.34032294154167175
1,0,0,1,0,0,1,0,0,0,0,0,0.28210151195526123
1,0,0,1,0,1,1,1,0,0,1,1,0.3390651345252991
1,1,1,1,1,1,1,1,1,1,0,0,0.3373565077781677
0,0,1,0,1,1,1,1,0,0,0,0,0.11428546905517578
1,0,1,0,0,1,0,0,0,0,0,0,0.2707071900367737
0,0,1,0,0,0,0,0,0,0,0,0,0.04120539873838425
0,1,0,0,0,1,0,0,0,0,1,0,0.07668499648571014
0,1,1,1,1,1,0,1,1,1,0,1,0.17933832108974457
0,0,1,0,0,1,0,0,0,1,0,1,0.070102259516716
0,1,0,1,1,0,1,0,0,0,1,1,0.10107085853815079
0,1,0,1,0,1,1,1,1,1,1,0,0.176833838224411
0,1,0,1,0,0,0,0,1,0,1,0,0.10136697441339493
0,1,1,1,0,1,0,1,1,1,0,1,0.17749662697315216
1,1,0,0,0,0,1,1,0,0,0,0,0.2935042977333069
0,1,1,1,1,1,0,1,0,1,1,1,0.17940282821655273
1,1,0,1,0,0,1,0,0,0,0,1,0.28741294145584106
1,1,1,1,0,1,1,1,1,1,1,1,0.3418234586715698
0,0,0,1,0,1,0,0,1,0,1,0,0.10098601877689362
1,1,0,1,1,0,0,1,1,0,0,0,0.33543863892555237
0,0,0,0,0,0,0,1,1,1,0,0,0.10213037580251694
1,1,1,1,0,0,1,1,1,1,1,0,0.3417312204837799
1,0,1,1,0,1,0,1,1,0,1,1,0.33935922384262085
0,1,1,1,1,1,1,1,1,1,0,1,0.1800362765789032
1,1,1,1,1,1,0,1,1,1,1,1,0.34220585227012634
0,0,0,0,0,0,0,0,0,0,1,1,0.055322058498859406
1,0,0,1,0,1,0,0,1,0,1,0,0.29106029868125916
1,1,1,1,1,1,1,0,1,1,1,1,0.3026388883590698
1,1,0,0,0,1,1,0,0,0,1,1,0.2784159183502197
1,0,1,1,0,1,1,0,0,1,1,0,0.29686039686203003
1,0,1,1,1,1,0,0,1,1,0,1,0.29568126797676086
0,0,1,1,1,0,1,1,0,1,0,0,0.16145695745944977
1,1,1,1,1,1,1,0,1,1,0,0,0.2945817708969116
1,1,0,0,0,1,0,1,0,1,0,1,0.30098557472229004
1,1,1,0,1,1,1,1,0,1,1,1,0.3115406930446625
0,0,0,1,1,1,1,0,0,0,1,1,0.101885125041008
0,0,0,0,0,1,0,0,0,0,0,0,0.036935143172740936
1,1,0,1,1,0,1,1,1,1,0,0,0.33456796407699585
0,1,0,0,1,0,0,0,0,1,0,1,0.06522268056869507
0,0,0,1,0,1,0,1,0,0,0,0,0.15844514966011047
1,1,1,1,1,0,1,1,0,1,1,1,0.33757537603378296
1,0,0,0,1,0,0,0,0,0,0,1,0.26247209310531616
1,1,1,1,1,1,1,1,0,1,1,1,0.34421029686927795
0,0,1,0,0,1,0,1,0,0,1,0,0.11630286276340485
0,0,0,0,0,0,0,0,0,0,0,1,0.03504879027605057
1,0,1,1,1,1,1,1,1,1,0,1,0.33878105878829956
0,1,1,0,1,0,1,0,1,1,0,0,0.07889275252819061
0,0,0,1,0,0,0,0,1,0,0,0,0.08283086866140366
0,0,0,0,0,0,0,1,0,1,0,0,0.09035032242536545
1,1,0,0,0,1,0,0,0,0,1,1,0.27821025252342224
1,0,1,1,1,1,1,1,1,0,1,1,0.34028932452201843
0,1,1,1,0,0,0,0,0,0,1,0,0.09893672168254852
1,1,1,1,0,1,1,1,0,1,0,1,0.33983761072158813
1,1,1,1,1,1,0,1,0,1,1,0,0.34153345227241516
0,1,0,0,0,0,1,0,1,0,0,0,0.058207809925079346
0,0,1,1,0,1,1,1,1,0,1,0,0.17383548617362976
1,1,0,0,0,0,1,1,0,0,1,0,0.29818007349967957
1,0,1,0,1,1,1,0,1,0,1,0,0.2752641439437866
1,1,1,1,0,1,1,0,1,1,0,0,0.2939527630805969
0,1,0,1,0,1,0,0,0,0,1,0,0.10185950994491577
0,0,1,0,1,1,1,1,0,1,1,0,0.12153526395559311
0,1,0,0,1,1,0,0,1,0,1,1,0.09444502741098404
1,0,1,1,0,1,1,1,0,0,1,1,0.34237754344940186
0,0,0,1,0,0,0,1,0,0,0,0,0.14796218276023865
0,0,1,1,1,0,0,1,1,0,0,0,0.1641812026500702
1,1,1,1,1,1,0,0,1,1,0,0,0.2942968010902405
1,1,1,1,1,0,1,1,1,1,0,1,0.3379329442977905
1,0,1,1,0,0,1,0,0,0,0,1,0.28863683342933655
1,0,0,0,0,0,0,0,0,0,0,0,0.2582259178161621
1,1,1,1,0,0,0,1,1,1,1,1,0.3419744074344635
0,0,0,1,0,1,0,1,1,1,1,1,0.1764269322156906
0,1,0,1,1,1,1,1,0,1,0,1,0.17144501209259033
1,0,0,0,0,0,0,0,1,0,0,0,0.26600974798202515
0,1,0,1,1,1,0,1,0,0,0,1,0.1680828481912613
1,1,1,0,1,1,1,1,1,1,1,1,0.3101092576980591
0,0,1,1,0,0,1,0,0,0,0,1,0.08918158710002899
1,0,1,1,1,1,1,1,0,0,1,0,0.3407941460609436
0,0,0,0,0,1,0,0,0,1,0,0,0.043790481984615326
1,1,1,1,1,1,1,1,0,1,0,1,0.3405105471611023
1,1,0,0,0,0,0,0,0,1,0,1,0.26611700654029846
1,0,1,0,0,0,1,0,0,1,0,1,0.26791200041770935
1,1,0,1,1,1,1,0,0,0,0,1,0.2944519519805908
0,0,0,0,1,0,0,1,0,0,0,1,0.09722433984279633
0,1,0,1,1,1,1,1,1,1,1,1,0.18131910264492035
0,0,1,0,1,0,0,1,0,0,0,0,0.10232435166835785
0,1,0,0,1,0,1,0,0,0,0,1,0.062277890741825104
0,1,0,0,0,0,1,0,0,1,1,0,0.06976024806499481
1,0,1,1,1,1,1,1,1,1,1,1,0.34085166454315186
0,0,1,1,0,0,0,1,0,1,0,0,0.15826688706874847
0,0,1,1,0,0,0,0,0,0,1,0,0.0904795378446579
1,1,1,1,0,1,0,0,1,1,1,1,0.3017306923866272
1,1,0,1,1,1,1,1,1,0,1,1,0.33892443776130676
0,0,0,0,1,0,0,0,0,0,0,1,0.03800170496106148
0,0,0,0,0,0,0,0,1,0,0,1,0.046459995210170746
1,1,0,1,0,0,0,0,0,1,0,1,0.2869619131088257
0,0,0,0,0,0,0,0,0,1,0,0,0.023025857284665108
1,1,1,0,1,1,0,0,0,0,0,1,0.27959144115448
1,1,0,0,1,0,0,1,0,0,1,1,0.300437867641449
0,0,1,1,1,1,0,1,0,1,1,1,0.17648115754127502
1,0,0,0,1,1,1,1,0,0,1,1,0.30310362577438354
1,0,1,1,0,0,0,1,1,0,0,1,0.33722078800201416
0,1,0,0,0,0,0,0,0,1,0,1,0.06303957849740982
1,0,1,1,0,1,1,1,1,0,0,1,0.3388145864009857
0,1,0,0,1,1,1,1,0,1,0,0,0.11560336500406265
0,1,1,0,1,1,1,1,1,0,1,1,0.13712574541568756
1,1,0,0,1,0,1,1,1,1,1,1,0.3066703975200653
0,1,0,0,1,1,1,0,0,1,1,1,0.09072105586528778
1,0,1,1,0,0,0,0,0,1,0,1,0.2879379689693451
1,1,1,0,0,0,0,0,0,0,0,1,0.27320459485054016
0,1,0,0,0,1,0,1,0,1,1,1,0.12393349409103394
0,0,1,1,0,1,0,1,0,1,1,1,0.17492416501045227
0,1,1,0,0,0,0,1,1,0,1,0,0.1206202507019043
0,0,0,0,0,0,1,0,0,1,0,0,0.024074802175164223
1,0,0,0,0,0,0,0,0,0,0,1,0.2618640661239624
0,0,1,0,0,0,0,0,0,0,1,1,0.06942224502563477
1,0,0,0,0,0,1,1,1,1,0,0,0.2968814969062805
0,0,0,0,1,1,1,0,0,0,1,0,0.059417467564344406
1,0,0,1,0,0,0,0,0,0,0,1,0.28444772958755493
0,1,0,0,1,0,0,0,0,0,1,1,0.07594214379787445
1,0,0,1,1,0,1,1,1,1,1,1,0.3377995789051056
0,0,1,0,0,0,0,1,1,1,0,0,0.11192683130502701
1,0,0,1,1,1,1,1,0,0,0,1,0.33583635091781616
0,0,0,0,0,0,0,0,1,1,0,0,0.04166921228170395
0,0,0,0,0,0,1,0,0,0,1,0,0.04151775687932968
1,1,0,0,1,1,1,1,1,1,0,1,0.3011147677898407
1,1,1,0,0,1,1,0,1,1,1,1,0.28403031826019287
1,1,1,0,1,1,1,0,1,1,0,0,0.2747651934623718
1,0,0,1,1,1,1,0,0,0,0,0,0.28868937492370605
0,1,1,0,1,1,1,0,1,1,1,1,0.1079731360077858
1,0,0,1,1,0,1,0,0,0,1,0,0.2885332703590393
0,1,0,1,0,1,1,0,0,1,1,1,0.11280877888202667
0,0,1,1,0,1,1,1,1,1,0,0,0.17256981134414673
0,1,0,0,0,0,0,0,0,1,0,0,0.051125459372997284
1,0,1,1,1,0,0,0,1,1,0,0,0.29237839579582214
0,1,1,0,1,1,1,1,0,0,0,1,0.12562771141529083
0,0,0,1,0,1,1,0,0,0,0,0,0.08398984372615814
0,0,1,0,0,0,0,1,1,0,1,0,0.11334693431854248
0,0,0,0,1,1,0,0,0,0,0,0,0.0402962863445282
1,1,1,0,0,0,1,0,1,0,1,1,0.2848382890224457
0,0,0,1,0,0,0,0,0,1,1,1,0.09733095020055771
1,1,1,0,1,1,1,0,1,1,1,1,0.2847108542919159
0,0,0,0,1,0,0,0,1,0,1,1,0.0654388889670372
0,1,1,1,0,1,1,1,1,1,1,1,0.1837339550256729
0,1,1,0,1,0,0,0,1,1,1,1,0.09772650897502899
0,0,0,1,0,1,0,0,0,0,0,0,0.08334735780954361
0,0,0,0,0,0,1,0,0,0,0,1,0.03564652428030968
0,0,1,1,0,0,1,1,0,1,1,0,0.16277481615543365
0,0,0,1,1,0,1,0,0,0,1,1,0.09369152784347534
0,0,1,1,0,1,0,0,0,0,0,1,0.09638504683971405
1,0,1,1,1,0,0,1,1,1,1,0,0.3396802544593811
0,0,1,0,0,0,0,0,0,0,0,1,0.05641781538724899
1,0,0,0,1,1,1,1,1,1,1,1,0.3010157644748688
0,1,1,1,0,1,1,0,1,1,1,1,0.12367399781942368
1,0,0,0,0,1,1,0,0,0,0,0,0.2637988030910492
1,1,0,0,1,0,1,1,0,0,0,0,0.2939980626106262
1,0,0,0,1,0,0,0,0,0,0,0,0.25876152515411377
1,0,0,1,1,0,1,1,1,1,1,0,0.33765023946762085
1,0,1,1,1,1,0,0,0,0,0,0,0.29329249262809753
1,0,0,1,1,1,1,1,0,1,0,1,0.33504652976989746
1,1,0,0,1,1,0,0,1,1,1,1,0.2788707911968231
1,1,0,1,0,0,1,1,1,1,0,0,0.3343959450721741
1,0,0,0,0,1,0,1,0,0,1,0,0.3000296354293823
1,0,1,1,1,0,1,1,1,0,1,1,0.340837687253952
