/model.1/conv/Conv,/model.16/cv1/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv4.0/cv4.0.0/conv/Conv,/model.23/proto/cv1/conv/Conv,/model.23/proto/cv2/conv/Conv,/model.23/proto/upsample/ConvTranspose,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,output0,output1
1,0,1,0,1,1,0,0,1,0,1,0,0.2505473494529724,0.15149632096290588
0,0,1,0,0,1,0,1,1,1,1,1,0.051304083317518234,0.034504957497119904
1,0,1,1,0,1,1,1,0,1,1,0,0.24628087878227234,0.15320667624473572
0,1,0,1,0,1,0,1,0,0,0,1,0.057018738240003586,0.034365784376859665
1,1,0,0,1,0,0,1,1,0,1,1,0.25446465611457825,0.15641777217388153
0,1,0,0,1,0,0,1,1,1,0,1,0.08110883086919785,0.03859195485711098
1,0,0,1,1,0,0,1,1,0,1,1,0.2508543133735657,0.15384380519390106
0,1,1,1,0,1,0,0,0,0,1,0,0.07145676761865616,0.03508346527814865
0,0,0,0,0,0,0,1,1,0,0,1,0.014272998087108135,0.021290622651576996
0,0,1,1,0,1,0,0,0,0,0,0,0.034747518599033356,0.015981286764144897
1,0,1,1,0,0,0,1,1,1,0,0,0.24411550164222717,0.15281063318252563
0,1,1,1,1,1,1,0,0,0,1,1,0.09506618231534958,0.04135626554489136
0,0,1,1,0,1,1,1,0,1,1,0,0.05617475509643555,0.038254477083683014
1,0,1,1,0,1,1,0,1,1,1,0,0.24628087878227234,0.15363718569278717
0,1,0,1,0,1,1,1,1,1,0,1,0.0654531940817833,0.045219819992780685
0,0,0,1,1,1,1,0,0,1,0,0,0.06968195736408234,0.03119209036231041
1,0,0,0,1,0,1,1,1,1,1,1,0.25138184428215027,0.1543690264225006
1,0,0,1,1,0,1,1,1,1,1,1,0.25207775831222534,0.15482890605926514
1,0,1,1,1,0,0,0,1,1,1,1,0.2531047463417053,0.1532304584980011
0,0,1,0,0,0,0,0,1,0,1,0,0.031253617256879807,0.0213126502931118
1,1,1,1,1,0,1,1,0,0,0,1,0.2546235918998718,0.1542259156703949
0,0,0,1,0,0,0,0,0,0,1,1,0.04670592397451401,0.024960482493042946
1,0,0,0,1,1,1,1,1,1,1,1,0.2517051696777344,0.1543690264225006
0,0,1,0,1,0,1,1,0,1,1,0,0.07210218906402588,0.0353253073990345
1,0,0,0,0,0,1,1,1,0,0,1,0.2426028996706009,0.15187957882881165
0,0,0,0,0,0,0,0,1,1,0,1,0.03771009296178818,0.025249537080526352
1,1,0,0,0,0,0,0,1,1,1,0,0.25036197900772095,0.15672722458839417
0,1,1,1,0,0,1,1,0,1,1,0,0.07758933305740356,0.04643233120441437
0,0,1,0,1,0,1,0,0,0,1,0,0.058126650750637054,0.024347882717847824
0,0,1,1,1,0,1,1,1,1,1,0,0.07881718873977661,0.04011979699134827
0,0,0,1,0,1,1,0,0,1,0,1,0.04691407084465027,0.032379794865846634
1,0,1,0,0,0,0,0,1,0,1,1,0.24453827738761902,0.15148930251598358
0,1,1,1,1,1,1,1,1,1,0,1,0.09095731377601624,0.045219819992780685
0,1,0,1,0,0,0,1,0,1,0,1,0.06465570628643036,0.039124924689531326
0,1,0,0,0,1,0,0,1,0,0,0,0.04141324386000633,0.027106786146759987
1,0,0,1,1,0,1,0,0,1,0,0,0.2499522715806961,0.150745689868927
1,0,1,0,0,1,0,1,0,1,1,1,0.24617120623588562,0.1517299860715866
0,0,1,1,1,1,1,1,1,0,1,0,0.07087559998035431,0.03572128340601921
0,0,0,1,0,0,1,0,1,0,0,1,0.034155845642089844,0.029116764664649963
0,0,1,0,1,1,1,1,0,0,1,0,0.05940800905227661,0.028325576335191727
0,0,0,1,1,0,0,0,0,1,1,1,0.07912250608205795,0.029608363285660744
0,0,0,0,1,1,0,1,0,1,0,1,0.06477837264537811,0.026115262880921364
1,0,0,0,0,0,1,0,0,0,1,0,0.2435692548751831,0.1503070890903473
1,0,0,0,1,0,0,0,1,1,1,0,0.25146645307540894,0.15290561318397522
0,1,1,0,0,1,0,1,1,0,1,0,0.06107025220990181,0.03661733865737915
1,0,1,0,0,0,1,0,0,0,0,1,0.24356591701507568,0.14919334650039673
1,1,1,0,1,0,1,0,0,0,0,1,0.2541859745979309,0.15229830145835876
0,0,1,0,1,0,0,1,0,1,1,1,0.07465320825576782,0.03123418055474758
1,0,0,0,1,1,1,0,1,0,1,0,0.2495790272951126,0.15196827054023743
0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.012611716985702515
1,1,1,1,1,1,1,0,0,1,0,0,0.25609898567199707,0.15385635197162628
0,0,0,1,1,1,0,1,1,0,1,1,0.07145742326974869,0.0330277644097805
0,1,1,0,1,1,0,0,0,0,1,1,0.08696423470973969,0.03225763887166977
0,0,1,0,1,0,0,1,0,0,1,0,0.058126650750637054,0.021628279238939285
0,0,0,0,1,1,1,0,0,0,0,1,0.046430911868810654,0.020143017172813416
1,0,0,1,0,1,1,1,1,1,1,0,0.24524247646331787,0.15477336943149567
0,0,1,0,0,1,1,0,1,1,1,0,0.04858845844864845,0.034199751913547516
0,0,1,0,0,0,1,1,1,0,1,0,0.031253617256879807,0.030621269717812538
1,1,0,0,1,0,1,1,0,1,0,0,0.25420862436294556,0.15466417372226715
0,0,0,0,0,1,1,0,0,1,0,1,0.03879239782691002,0.028649648651480675
1,0,1,0,1,1,0,0,0,0,0,1,0.24996650218963623,0.14787164330482483
1,0,0,0,0,0,1,1,1,0,0,0,0.24239178001880646,0.1520918905735016
1,0,1,1,1,1,1,1,1,1,1,0,0.25297650694847107,0.15477336943149567
1,0,0,0,1,0,0,0,1,1,0,0,0.25002437829971313,0.15130911767482758
0,0,1,0,1,1,0,1,0,0,0,1,0.0503808930516243,0.016946977004408836
0,1,1,1,1,0,1,1,1,0,1,0,0.09210763871669769,0.044502805918455124
0,1,0,0,0,0,0,0,1,0,1,1,0.06012783199548721,0.03572944179177284
1,1,0,0,1,0,0,0,1,1,0,1,0.2547719180583954,0.1544674038887024
0,0,1,0,0,1,1,1,1,1,1,0,0.04858845844864845,0.03726430982351303
1,1,0,0,0,1,1,0,1,0,1,0,0.24885931611061096,0.155630961060524
0,1,1,0,0,1,0,1,1,1,0,0,0.05915234610438347,0.03743293136358261
0,0,0,1,1,1,0,1,0,0,0,0,0.05854771286249161,0.02233414724469185
0,1,1,1,0,0,1,0,0,1,0,1,0.0675438791513443,0.04089919105172157
0,0,1,1,0,0,1,0,0,0,0,0,0.03346485644578934,0.025270000100135803
0,1,1,0,1,1,0,0,1,1,0,1,0.08469532430171967,0.03562726452946663
1,0,1,0,0,1,0,1,1,0,0,0,0.24371302127838135,0.15156741440296173
1,0,0,0,0,0,1,1,0,0,1,1,0.24353158473968506,0.1514374315738678
0,0,1,1,0,1,1,1,0,1,0,0,0.04669199138879776,0.03472789004445076
0,0,1,0,0,1,1,0,1,1,1,1,0.051304083317518234,0.035636063665151596
0,0,1,1,0,0,1,1,0,0,0,0,0.03346485644578934,0.02925235405564308
1,1,1,1,1,1,1,1,1,0,0,0,0.254251092672348,0.15573720633983612
1,0,0,0,1,1,0,0,0,1,0,1,0.25082382559776306,0.1489209234714508
0,0,0,0,0,0,1,1,0,0,1,0,0.028502831235527992,0.028325576335191727
0,1,1,0,0,0,1,0,0,0,0,0,0.044256292283535004,0.029445622116327286
1,0,0,0,1,0,1,0,0,0,1,0,0.2492259293794632,0.1503070890903473
0,1,0,1,1,1,0,1,1,1,1,0,0.09677882492542267,0.04480687156319618
1,0,1,1,1,0,1,0,0,1,1,0,0.25264063477516174,0.15200382471084595
0,0,1,1,0,1,1,0,1,1,1,0,0.05617475509643555,0.03718810901045799
0,0,1,1,1,1,1,1,1,0,1,1,0.07384476065635681,0.03725560009479523
1,0,1,1,1,0,0,1,0,1,0,1,0.25168049335479736,0.15088701248168945
1,1,0,1,0,1,1,0,0,1,0,1,0.24856965243816376,0.1540873497724533
