/model.1/conv/Conv,/model.16/cv1/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv4.0/cv4.0.0/conv/Conv,/model.23/proto/cv1/conv/Conv,/model.23/proto/cv2/conv/Conv,/model.23/proto/upsample/ConvTranspose,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,output0,output1
1,1,1,1,1,1,1,1,1,1,1,1,0.0031579378992319107,0.0003002349694725126
1,0,0,0,0,1,1,0,1,1,0,1,0.003140092361718416,0.00029264375916682184
0,1,0,0,1,0,1,1,0,0,0,1,0.0005887841689400375,5.449349919217639e-05
1,1,0,0,0,1,0,1,0,1,0,1,0.0031470630783587694,0.00029444534447975457
0,0,1,0,1,1,1,0,1,1,0,0,0.0005526993190869689,4.88777004648e-05
0,1,0,1,1,0,0,0,0,1,1,0,0.0008646732312627137,6.716744974255562e-05
0,0,1,0,0,0,0,1,1,1,1,0,0.0005094571388326585,5.604870239039883e-05
0,1,1,1,0,0,0,0,1,0,0,0,0.0005916102090850472,5.3649244364351034e-05
0,1,1,1,0,1,1,1,0,1,1,1,0.0008328832918778062,7.759661093587056e-05
0,0,1,1,1,0,0,0,0,0,0,0,0.0005270883557386696,2.969211527670268e-05
1,0,0,0,0,1,1,0,0,0,0,1,0.0031285621225833893,0.00028855400159955025
1,1,1,0,0,1,1,0,1,1,0,1,0.0031693323981016874,0.0002957159304060042
0,1,1,0,0,1,1,1,0,1,0,1,0.000633246498182416,6.54669784125872e-05
1,0,0,0,1,0,1,0,0,0,0,1,0.0031096364837139845,0.00028855400159955025
0,0,1,0,1,0,1,1,1,0,0,1,0.00041895691538229585,4.219187394483015e-05
0,1,1,1,1,0,0,0,1,1,0,1,0.0008187964558601379,6.523001502500847e-05
0,1,1,1,1,1,0,1,1,0,1,0,0.0008327281102538109,6.702366226818413e-05
1,1,0,1,1,1,0,0,0,0,1,0,0.0031212756875902414,0.0002951022470369935
1,0,0,1,0,1,1,1,1,0,0,1,0.0031143249943852425,0.00029209497733972967
0,1,0,1,0,1,0,0,0,1,0,0,0.0006427348707802594,5.882886398467235e-05
0,1,0,0,1,0,1,0,0,1,1,1,0.000826428469736129,7.131429447326809e-05
1,1,1,0,0,1,1,0,1,1,1,1,0.0031923160422593355,0.0002989807981066406
1,1,1,1,0,0,0,0,1,0,0,1,0.003144148038700223,0.000296233338303864
0,0,0,0,1,0,1,0,1,0,0,0,0.00034789604251272976,3.185050445608795e-05
0,0,1,1,1,1,1,0,1,0,1,0,0.0006159261101856828,5.319601041264832e-05
1,0,1,1,0,0,0,1,0,0,0,1,0.003134441329166293,0.0002904505527112633
0,0,1,1,0,0,1,1,1,0,0,1,0.00041489891009405255,5.19446111866273e-05
1,1,0,1,0,1,1,1,0,0,1,1,0.0031387892086058855,0.0002952190989162773
0,1,0,0,0,0,0,0,0,0,0,0,0.0004024578374810517,3.7405894545372576e-05
1,1,0,0,1,0,1,0,1,0,1,0,0.003130351658910513,0.00029661256121471524
0,1,0,1,0,0,1,1,0,0,0,0,0.0005395869957283139,6.047023998689838e-05
0,0,0,1,0,1,0,1,0,0,1,1,0.0004924059612676501,5.026505823479965e-05
0,1,1,0,1,0,0,0,1,0,1,0,0.0007394595304504037,5.52628371224273e-05
